,Ticker,Revenue_Mar 24,Revenue_Mar 23,Revenue_Mar 22,Revenue_Mar 21,Revenue_Mar 20,Revenue_Mar 19,Revenue_Mar 18,Revenue_Mar 17,Revenue_Mar 16,Revenue_Mar 15,Revenue_Mar 14,Revenue_Mar 13,Revenue_Mar 12,Revenue_Mar 11,Revenue_Mar 10,Revenue_Mar 09,Revenue_Mar 08,Revenue_Mar 07,Revenue_Mar 06,Revenue_Mar 05
562,INDOCO.NS,168.25,140.55,142.15,127.39,99.55,91.82,86.59,100.79,506.85,409.21,397.48,321.15,211.17,187.31,116.26,87.03,93.67,84.69,78.3,75.34
563,INDOWIND.NS,2.7,2.62,1.97,1.82,2.11,2.29,2.7,2.67,1.74,2.12,2.45,2.44,3.23,9.59,,,,,,
564,INDRAMEDCO.NS,135.78,119.85,96.89,66.91,90.62,85.98,82.1,83.53,82.41,77.82,73.91,66.18,54.87,47.5,46.48,42.85,35.95,26.8,23.63,20.54
565,INDSWFTLAB.NS,207.71,192.62,165.22,143.23,125.71,150.02,158.99,152.6,153.24,157.64,229.64,275.7,348.05,297.96,280.39,230.24,184.96,150.53,145.95,125.98
566,INDUSTOWER.NS,106.13,105.32,102.82,51.77,36.43,36.88,35.78,32.9,29.31,28.46,26.46,23.61,71.59,,53.22,78.61,141020.0,,,
567,INEOSSTYRO.NS,1263.31,1348.99,1239.09,927.74,897.89,1188.78,1077.78,842.93,900.68,832.1,,,,,,,,,,
568,INFIBEAM.NS,10.65,6.67,4.36,4.33,8.75,8.21,5.63,9.86,8.12,6.87,2.73,0.68,0.0,0.0,,,,,,
569,INFINITE.NS,,,,,,,126.94,115.99,110.72,103.41,90.18,104.76,80.99,50.82,41.41,33.75,22.61,26.38,26.65,1843.35
570,INFRATEL.NS,106.13,105.32,102.82,51.77,36.43,36.88,35.78,32.9,29.31,28.46,26.46,23.61,71.59,,53.22,78.61,141020.0,,,
571,INFY.NS,310.68,298.97,247.12,201.67,185.64,167.83,283.61,258.23,235.12,412.02,775.19,640.51,544.49,442.25,368.29,354.27,273.57,229.88,327.1,253.52
572,INGERRAND.NS,384.47,364.54,288.24,195.68,223.52,234.12,194.75,196.54,196.76,207.66,183.33,184.16,187.54,156.09,118.74,123.15,158.42,191.28,153.36,142.66
573,INOXGREEN.NS,6.88,8.49,7.4,,,,,139388.86,,,,,,,,,,,,
574,INOXINDIA.NS,119.54,104.62,85.76,647.22,705.14,710.92,495.54,327.17,353.2,351.42,331.14,345.45,331.82,267.4,268.08,264.88,209.44,140.26,186.21,117.18
575,INOXLEISUR.NS,,,55.97,9.42,184.85,164.92,140.19,126.94,138.59,99.17,90.37,124.31,68.02,54.81,41.25,36.7,33.69,25.72,17.85,13.66
576,INOXWIND.NS,48.59,17.9,23.35,22.71,23.78,60.63,9.57,129.02,174.83,111.95,69.86,249.86,207.2,23.97,2.62,,,,,
577,INTELLECT.NS,122.71,108.32,94.15,75.45,56.02,71.08,54.27,51.25,54.19,45.22,0.0,0.0,,,,,,,,
578,INVENTURE.NS,0.55,0.48,0.39,3.03,1.75,9.8,35.47,2.38,0.49,2.12,1.51,1.88,11.11,21.62,26.59,28.75,54.39,48.8,,
579,IOC.NS,562.28,609.57,651.52,411.78,528.98,574.77,447.36,759.48,1465.08,1802.04,1949.01,1841.46,1641.21,1351.31,1109.73,2575.74,2074.52,1853.57,1497.38,1191.89
580,IOLCP.NS,363.28,377.64,372.0,335.03,333.01,296.24,174.93,126.43,103.27,80.73,195.56,184.13,183.03,151.42,153.53,166.83,237.63,214.39,190.04,104.47
581,IONEXCHANG.NS,148.64,1290.11,1029.11,955.75,959.44,751.59,672.23,656.34,549.6,503.59,489.91,576.77,480.29,425.56,393.01,336.59,375.78,338.49,257.74,212.7
582,IPAPPM.NS,452.75,527.45,347.05,222.97,319.26,358.9,317.83,294.78,291.63,285.38,274.49,309.4,,196.58,198.18,243.99,224.77,204.36,187.15,374.8
583,IPCALAB.NS,243.06,229.19,212.82,405.14,345.66,287.55,253.04,245.82,222.16,244.46,256.32,220.16,185.09,149.65,128.44,528.04,446.66,380.32,312.16,283.24
584,IPL.NS,59.08,76.84,62.19,58.05,15068.39,10703.36,,,,,,,,,,,,,,
585,IRB.NS,7.99,6.89,43.05,78.26,113.58,96.31,82.48,97.1,78.75,55.65,66.56,61.15,37.6,8.05,0.0,0.0,0.0,0.41,0.6,0.22
586,IRCON.NS,127.06,105.49,73.47,105.22,553.16,469.44,413.68,305.54,1227.74,1497.37,2049.09,2137.26,3614.11,3206.47,3185.37,2654.72,1922.3,1478.56,1068.99,1949.0
587,IRCTC.NS,53.38,44.27,117.47,48.94,142.22,116.88,366.7,380.8,683.39,512.04,457.53,335.9,0.0,377.06,353.72,302.45,0.0,0.0,0.0,0.0
588,IREDA.NS,18.47,15.24,12.52,33.32,30.17,25.75,23.02,1885.3,1496.3,1424.7,1334.7,1027.8,812.4,680.0,594.8,456.7,402.5,386.3,359.1,642.1
589,IRFC.NS,20.39,18.28,15.53,12.07,11.65,11.87,16.88,13.86,1658.3,1936.0,1845.8,2359.5,,,3157.5,6030.7,5193.9,9040.8,8155.1,7875.9
590,ISEC.NS,156.11,105.78,106.44,80.24,52.94,52.9,57.69,17.43,13.94,15.01,10.07,8.71,,,123.79,84.85,,,154.08,104.72
591,ISGEC.NS,661.15,632.66,604.45,586.11,665.55,561.54,3535.77,4122.91,5267.16,4457.32,1959.01,,,,,,,,,
592,ISMTLTD.NS,87.58,85.23,71.63,84.28,89.03,124.58,101.72,79.34,67.69,102.7,106.56,108.65,132.73,112.47,81.33,88.85,81.45,83.17,73.58,85.36
593,ITC.NS,52.42,53.14,45.72,36.95,37.11,36.71,33.29,33.0,45.78,45.55,41.79,37.84,32.2,27.73,48.63,39.7,37.23,32.73,26.09,306.41
594,ITDC.NS,439.04,272.13,189.16,128.55,124.69,132.92,,,,,,,,,,,,,,
595,ITDCEM.NS,439.04,272.13,189.16,128.55,124.69,132.92,,,,,,,,,,,,,,
596,ITI.NS,13.15,14.7,19.93,25.3,22.26,18.6,19.41,27.65,41.34,19.94,24.61,29.28,31.8,72.9,170.62,63.61,52.5,63.4,58.66,61.43
597,IVC.NS,0.05,0.12,0.12,0.24,0.76,1.16,1.2,1.96,3.25,3.31,3.67,4.84,4.93,4.45,4.45,24.39,31.02,19.48,15.37,11.75
598,IVRCLINFRA.NS,0.77,0.95,3.66,3.99,6.25,9.31,18.05,25.74,32.41,67.9,140.27,122.49,,211.66,206.29,372.49,276.13,180.08,141.94,620.43
599,IXIGO.NS,17.5,8.89,6.85,,,,,,,,,,,,,,,,,
600,IZMO.NS,30.2,25.83,22.3,20.7,19.15,19.76,17.63,17.79,15.3,15.23,13.27,14.0,14.78,33.55,21.32,21.1,17.21,18.91,17.17,19.28
601,JAGRAN.NS,75.38,73.23,53.15,40.74,63.02,65.45,60.95,58.12,55.18,50.83,48.61,42.54,39.35,35.27,31.27,27.34,24.89,99.31,95.26,376.37
602,JAIBALAJI.NS,391.92,421.11,420.42,252.17,263.68,319.3,247.9,181.26,155.9,200.3,292.56,242.22,,339.61,298.17,362.22,279.21,427.44,172.32,109.48
603,JAICORPLTD.NS,25.65,33.07,40.13,26.28,28.79,34.93,32.27,36.72,34.99,38.35,39.4,35.54,34.62,27.08,22.96,21.05,17.25,308.71,221.05,334.73
604,JAMNAAUTO.NS,59.2,55.98,41.38,26.43,26.58,51.39,40.38,135.78,137.39,247.13,181.36,212.73,245.56,207.69,153.08,123.91,137.91,157.11,207.19,208.08
605,JAYBARMARU.NS,211.74,541.39,480.36,692.41,765.69,921.02,799.26,705.14,601.35,597.75,559.62,545.14,493.45,489.86,371.14,319.51,303.52,239.92,396.19,766.47
606,JAYNECOIND.NS,61.11,65.32,61.37,58.02,56.87,66.18,55.2,39.4,41.22,47.36,52.81,51.27,72.02,90.15,75.32,143.45,130.5,110.37,111.61,116.85
607,JBCHEPHARM.NS,212.55,372.74,283.36,244.82,212.31,187.1,150.14,141.32,134.84,125.16,112.89,96.38,81.03,95.45,79.41,81.57,66.07,61.89,57.41,224.22
608,JBFIND.NS,0.24,134.01,399.69,269.38,343.58,361.34,427.69,477.99,442.24,630.06,732.5,620.14,608.63,496.92,431.21,384.69,346.55,271.63,147.38,238.64
609,JBMA.NS,358.87,317.07,267.93,415.57,411.58,243.61,187.71,171.11,138.97,147.1,554.78,443.36,388.15,357.73,233.17,212.15,182.57,213.37,163.52,132.7
610,JCHAC.NS,705.66,876.95,794.06,605.57,808.15,824.31,803.75,705.15,610.33,578.44,404.45,405.05,347.6,332.76,279.51,206.34,195.96,142.88,114.6,104.35
611,JETAIRWAYS.NS,,4.38,12.01,3.4,29.35,,2049.87,1897.21,1863.32,1723.01,1523.05,1952.11,1716.19,1475.36,1209.15,1340.34,1020.63,817.54,659.53,502.49
612,JETFREIGHT.NS,83.57,89.86,393.98,298.94,261.62,290.94,435.2,355.84,51.59,35.71,29.68,30.87,10.38,,,,,,,
613,JINDALPOLY.NS,124.05,566.69,1340.43,930.61,806.11,843.53,673.84,591.98,603.93,595.63,625.65,530.78,549.58,596.46,690.65,550.56,448.48,363.13,295.47,359.66
614,JINDALSAW.NS,561.73,477.93,344.71,269.95,316.76,307.4,227.72,177.58,202.59,227.6,199.46,203.33,188.17,151.83,247.52,,,,,
615,JINDALSTEL.NS,495.63,509.25,489.08,326.55,257.14,286.35,176.31,151.35,138.77,146.36,158.97,159.98,142.64,102.47,78.9,496.3,348.58,1143.86,832.81,731.87
616,JINDRILL.NS,212.9,176.73,144.87,137.28,74.6,71.56,51.39,128.22,110.33,153.5,258.61,316.76,382.62,459.03,521.29,339.2,360.0,296.61,248.5,111.9
617,JINDWORLD.NS,92.73,107.17,128.87,85.26,100.57,105.41,409.74,577.35,503.22,418.95,390.2,302.2,250.85,185.35,145.03,92.59,70.49,57.08,32.38,83.59
618,JIOFIN.NS,1.0,206.09,735.69,1461.29,1728.96,-519.95,2263.71,3470.74,1771.04,1227.82,269.5,519.26,537.72,,,,,,,
619,JISLJALEQS.NS,55.64,57.91,46.07,41.82,38.85,86.16,83.17,77.38,88.93,91.62,89.38,77.18,93.32,86.35,392.72,333.22,259.07,228.1,173.84,116.03
620,JKCEMENT.NS,1412.97,1164.59,993.76,819.0,707.12,644.68,656.57,537.06,509.15,478.87,399.82,416.43,364.21,299.5,293.61,238.02,228.17,192.15,134.4,71.09
621,JKIL.NS,644.84,555.49,466.16,339.76,392.59,368.34,271.02,212.02,186.16,416.8,426.88,359.94,335.08,341.42,274.23,196.13,103.38,90.16,22961.91,3032.9
622,JKLAKSHMI.NS,536.94,515.81,428.27,372.53,343.54,329.85,289.9,247.27,222.59,196.01,174.73,174.59,140.39,108.04,121.72,200.37,181.61,147.89,117.4,88.33
623,JKPAPER.NS,345.93,367.89,234.99,161.84,171.36,182.69,162.07,168.54,164.09,158.02,127.2,106.8,97.35,157.75,161.08,154.37,87.86,,,
624,JKTYRE.NS,395.6,390.58,326.18,249.12,247.42,309.23,284.54,263.63,259.28,270.07,1449.36,1322.66,1374.5,1176.36,895.55,1201.68,,,,
625,JLHL.NS,138.89,139.3,129.22,90.65,91.01,,,,50.1,,,,,,,,,,,
626,JMCPROJECT.NS,,,318.81,219.69,221.14,193.73,820.6,693.37,739.63,918.85,1018.0,973.23,794.99,528.4,601.42,721.59,504.39,275.75,122.24,
627,JMFINANCIL.NS,7.51,3.52,5.88,3.63,3.05,1.78,3.57,0.6,1.88,1.31,1.14,0.71,0.7,0.39,1.27,0.33,11.22,13.12,8.65,11.88
628,JMTAUTOLTD.NS,,,,,3.49,7.15,6.89,6.24,13.27,85.36,198.54,213.16,252.48,202.68,132.64,131.25,145.32,121.62,86.32,100.42
629,JPASSOCIAT.NS,14.45,16.11,17.19,17.77,18.99,28.09,24.87,25.57,35.59,45.43,59.11,60.2,60.44,61.57,47.38,48.73,33.96,158.19,147.14,159.72
630,JPINFRATEC.NS,,,5.57,4.41,11.41,9.3,-0.53,6.93,20.16,23.38,23.89,23.57,22.72,20.01,5.23,5.74,0.0,,,
631,JPPOWER.NS,9.87,8.44,6.75,4.82,4.8,6.22,5.64,4.66,13.22,13.42,9.11,7.67,6.16,3.52,3.3,6.04,6.27,6.84,5.65,6.21
632,JSL.NS,465.8,425.41,386.53,239.7,252.85,262.63,225.05,208.07,284.31,265.53,554.99,504.03,416.4,365.1,309.36,303.08,330.26,352.49,241.93,289.85
633,JSLHISAR.NS,,,574.24,355.99,353.45,379.59,392.4,292.0,277.58,326.95,0.0,,,,,,,,,
634,JSWENERGY.NS,31.25,34.98,22.22,17.64,26.27,31.19,25.68,24.82,36.04,38.61,35.38,39.0,30.59,23.59,14.47,29.11,30.58,22.47,18.75,16.98
635,JSWHL.NS,152.8,366.55,167.79,83.85,109.33,96.95,80.03,57.08,45.36,44.44,39.04,26.48,28.9,21.68,6.34,36.83,5.21,35.32,9.1,5.05
636,JSWINFRA.NS,2.6,2.96,,,,,,,,,,,,,,,,,,
637,JSWISPL.NS,,110.17,129.07,89.19,56.18,40.03,68.89,61.66,91.0,483.82,344.45,307.05,294.83,244.43,283.28,323.12,241.33,185.11,163.86,164.5
638,JSWSTEEL.NS,443.21,437.5,394.75,234.2,213.5,256.44,215.15,173.72,1219.9,1522.29,1496.21,1249.05,1130.48,822.35,732.32,564.6,459.17,381.98,279.43,351.14
639,JTEKTINDIA.NS,88.31,84.8,65.87,55.23,62.62,72.53,76.75,58.6,54.21,54.27,52.48,56.28,57.39,52.07,42.9,35.01,70.79,65.71,80.59,70.45
640,JTLIND.NS,115.26,183.59,164.85,410.81,216.76,321.62,169.61,112.71,94.8,119.23,97.18,86.54,88.61,93.76,86.82,100.94,75.77,,,
641,JUBILANT.NS,80.94,77.23,328.19,247.7,294.45,267.54,451.69,386.07,366.32,316.38,263.37,215.61,156.33,105.11,74.74,53.97,40.58,26.72,18.67,13.85
642,JUBLFOOD.NS,80.94,77.23,328.19,247.7,294.45,267.54,451.69,386.07,366.32,316.38,263.37,215.61,156.33,105.11,74.74,53.97,40.58,26.72,18.67,13.85
643,JUBLINGREA.NS,250.33,286.26,305.15,42.0,0.0,,,,,,,,,,,,,,,
644,JUBLPHARMA.NS,49.35,50.85,5.51,170.09,197.11,215.86,207.55,156.39,166.74,199.39,237.78,197.51,165.79,138.64,154.17,164.58,135.16,112.15,97.21,429.08
645,JUNIPER.NS,33.79,46.41,21.48,11.58,37.5,37.83,32.48,26.25,22.83,19.32,18.33,18.74,20.91,,0.0,0.0,0.0,0.0,,
646,JUSTDIAL.NS,122.64,100.19,77.38,112.92,150.4,141.48,119.45,103.34,99.44,83.67,65.76,52.19,,,1529.29,1003.76,812.93,,,
647,JWL.NS,88.32,53.38,30.41,25.7,14.05,24.12,17.68,19.17,19.69,21.56,25.27,91.53,85.29,39.45,43.33,1828.42,1945.3,2092.64,2618.85,2724.59
648,JYOTHYLAB.NS,75.0,67.59,58.99,51.33,45.35,48.17,93.5,89.82,86.98,79.43,69.61,63.17,82.22,75.25,84.72,51.43,,,,
649,JYOTICNC.NS,52.31,251.52,230.06,148.09,190.24,268.47,,,,,,,,,,,,,,
650,JYOTISTRUC.NS,6.18,3.61,0.07,0.0,0.19,8.97,23.26,77.57,227.56,253.98,404.23,340.61,315.33,289.76,245.55,210.11,168.94,120.4,503.3,307.16
651,KABRAEXTRU.NS,173.78,199.46,126.52,85.96,69.02,76.84,84.05,86.54,93.75,85.03,69.95,56.4,59.65,68.81,244.25,192.46,182.79,156.74,146.54,102.26
652,KAJARIACER.NS,257.57,249.42,207.25,158.59,161.75,171.45,162.31,159.09,308.12,281.07,248.45,215.83,178.4,129.55,99.33,90.93,68.02,55.88,44.9,190.21
653,KALAMANDIR.NS,93.22,112.32,,,,,,,,,,,,,,,,,,
654,KALPATPOWR.NS,1031.68,882.54,474.26,515.16,510.93,463.64,374.12,318.91,280.33,288.17,264.25,217.35,197.62,187.55,979.64,710.38,655.69,575.23,773.11,498.39
655,KALYANKJIL.NS,153.22,112.46,87.92,71.12,93.49,88.75,98.35,89.31,,,,,,,,,,,,
656,KAMATHOTEL.NS,84.13,88.58,44.76,21.36,73.92,79.59,69.72,63.99,62.4,55.15,55.46,70.28,71.96,78.05,74.58,87.07,107.07,81.19,59.09,47.25
657,KAMDHENU.NS,269.05,271.79,312.14,232.12,362.41,466.82,504.18,352.51,359.48,413.67,393.89,233.99,233.74,201.53,193.93,196.91,186.88,156.03,200.99,221.26
658,KANANIIND.NS,9.03,12.62,12.31,15.06,21.83,19.65,22.72,23.81,26.59,22.96,14.64,23.26,52.88,58.7,35.29,21.59,28.2,25.49,49.96,
659,KANORICHEM.NS,132.39,154.52,148.55,88.78,82.32,102.41,77.52,67.66,67.96,71.1,77.75,55.51,51.6,87.34,75.43,87.46,76.91,256.89,183.35,173.14
660,KANSAINER.NS,91.46,131.4,110.39,87.03,91.73,96.0,85.11,74.21,71.07,65.86,585.31,530.06,482.55,397.32,673.46,548.76,489.68,504.74,416.08,363.0
661,KAVVERITEL.NS,0.0,0.05,0.56,0.36,2.26,0.86,0.32,0.22,0.12,0.57,43.59,68.83,165.99,181.66,199.77,183.82,143.25,51.1,36.19,36.23
662,KAYNES.NS,199.31,186.88,145.46,,,,,,,,,,,,,,,,,
663,KBCGLOBAL.NS,0.19,1.63,1.65,98.31,92.78,85.61,103.08,117.53,201.43,902.8,1150.76,2816.76,,,,,,,,
664,KCP.NS,132.07,129.7,122.89,100.92,72.76,88.57,79.38,63.45,58.16,47.1,48.26,54.27,46.58,24.53,288.52,270.96,266.06,193.69,128.43,106.06
665,KCPSUGIND.NS,25.8,19.57,23.89,26.4,31.27,28.03,28.67,35.87,32.85,34.79,29.93,36.76,28.92,18.14,21.82,15.88,19.87,26.78,30.22,246.6
666,KEC.NS,676.13,599.5,489.04,460.98,407.26,393.54,351.53,294.31,299.14,256.41,255.12,217.52,179.1,154.23,785.38,694.53,570.23,541.25,457.51,
667,KECL.NS,83.92,71.3,50.39,41.8,47.34,44.33,55.75,86.05,98.28,96.05,134.57,158.73,172.55,163.07,166.41,171.54,218.76,189.13,132.41,99.79
668,KEI.NS,898.06,766.42,635.54,465.36,545.7,535.57,441.4,337.87,301.1,262.96,219.55,236.11,257.3,173.76,142.16,161.34,143.13,101.92,296.61,258.81
669,KELLTONTEC.NS,18.96,17.7,12.78,12.37,13.16,11.53,12.71,16.23,10.42,,,,,,,,2.14,1.37,3.89,3.61
671,KESORAMIND.NS,120.4,113.75,144.82,146.55,163.4,272.01,260.91,313.44,349.65,443.96,462.87,1248.54,1294.46,1188.99,1038.58,852.17,656.45,486.04,356.88,310.79
672,KFINTECH.NS,47.42,41.15,,,,,,,,,,,,,,,,,,
673,KHADIM.NS,339.09,367.43,328.93,348.46,429.53,444.73,416.76,352.97,309.0,266.01,98.5,348.61,296.1,,,,167.36,140.66,,
674,KHAICHEM.NS,55.25,91.54,84.94,49.58,45.07,38.42,36.42,36.99,40.45,33.95,40.02,46.91,66.44,472.18,209.96,365.87,407.66,384.91,255.29,192.34
675,KIMS.NS,152.7,141.45,142.87,120.2,106.05,94.9,125.27,74.8,68.88,447.65,622.82,766.22,479.29,,,,,,,
676,KIOCL.NS,30.51,25.4,49.47,39.22,31.16,30.35,25.25,13.71,2.9,,,,,,,,,,,
677,KIRIINDUS.NS,122.19,116.03,219.31,204.99,288.23,338.78,292.36,346.51,334.35,343.92,306.81,276.11,281.33,301.27,230.58,187.3,201.99,133.95,97.09,628.47
678,KIRLFER.NS,270.5,298.61,260.59,147.32,134.21,156.87,125.55,92.99,81.13,99.42,89.74,87.26,79.45,79.51,58.75,50.94,53.03,38.29,66.85,68.82
679,KIRLOSBROS.NS,342.54,319.85,272.75,226.65,264.08,280.02,240.85,218.55,208.57,204.78,220.72,235.94,224.59,245.39,254.19,172.98,143.9,126.56,87.0,1032.29
680,KIRLOSENG.NS,334.64,284.36,228.19,186.34,199.0,221.49,195.84,184.68,169.76,173.38,160.44,163.0,159.7,166.36,153.99,,,,,
681,KIRLPNU.NS,204.19,191.74,158.46,128.1,127.86,110.6,466.7,879.14,396.19,343.31,397.01,427.28,518.99,382.84,352.61,400.85,310.38,275.26,234.04,203.53
682,KITEX.NS,92.77,83.76,118.55,68.48,111.16,91.25,83.8,114.93,114.91,107.6,93.1,66.73,65.68,53.92,56.33,41.88,40.61,34.14,23.41,167.56
683,KKCL.NS,139.63,126.48,98.6,245.62,429.75,407.62,373.45,378.5,371.08,331.3,297.42,245.83,244.95,191.98,142.64,117.72,130.16,108.68,93.56,262.66
684,KMSUGAR.NS,71.43,62.56,59.6,54.64,57.76,42.4,50.3,36.54,38.36,59.83,,,,,,,,,,
685,KNRCON.NS,145.46,133.12,116.37,96.1,159.6,151.99,137.37,109.59,320.92,311.53,296.83,246.1,266.86,281.98,252.09,230.98,170.21,131.86,66.09,142.49
686,KOLTEPATIL.NS,76.2,108.44,49.68,66.05,93.95,60.95,88.54,70.39,23.86,22.22,24.71,23.94,12.77,18.36,8.7,19.41,48.98,40.78,97.01,55.77
687,KOTARISUG.NS,60.65,73.59,51.09,50.67,42.56,39.99,34.62,38.21,29.75,41.02,39.02,52.24,38.85,32.8,40.64,31.14,30.3,27.18,26.34,16.55
688,KOTHARIPET.NS,101.9,81.46,64.46,38.67,46.15,50.66,32.89,37.08,36.09,47.18,56.95,40.21,27.21,25.05,19.06,21.37,15.15,12.34,0.48,0.11
689,KPIL.NS,1031.68,882.54,474.26,515.16,510.93,463.64,374.12,318.91,280.33,288.17,264.25,217.35,197.62,187.55,979.64,710.38,655.69,575.23,773.11,498.39
690,KPIT.NS,74.35,56.09,43.74,29.84,35.53,8.58,0.0,,,,,,,,,,,,,
691,KPITTECH.NS,74.35,56.09,43.74,29.84,35.53,8.58,0.0,,,,,,,,,,,,,
692,KPRMILL.NS,118.6,138.66,118.39,429.18,421.11,410.49,339.85,300.29,520.51,552.14,520.1,396.24,314.73,280.47,218.25,196.45,158.14,155.65,280.82,296.0
693,KRBL.NS,235.24,227.83,178.87,169.58,191.11,175.0,137.92,133.67,142.69,132.25,118.37,85.83,66.98,63.42,64.84,511.4,413.33,376.71,341.27,281.78
694,KRIDHANINF.NS,0.09,0.36,1.77,2.89,1.98,6.29,9.29,9.77,7.7,11.84,30.6,43.35,66.13,127.44,42.87,11.45,3.15,6.16,,
695,KRITIKA.NS,16.21,31.81,137.29,75.99,96.5,154.58,197.43,,,,,,,,,,,,,
696,KRSNAA.NS,182.72,147.81,144.88,,,,,,,,,,,,,,,,,
699,KSCL.NS,206.54,178.92,156.89,163.6,146.41,121.81,116.87,97.01,122.94,161.91,145.82,518.78,271.81,170.55,119.45,89.81,70.48,67.81,301.49,3170.23
700,KSERASERA.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.17,1.13,1.48,5.49,9.49,19.64,29.42,25.81
701,KSK.NS,,,,,,0.04,0.06,0.47,0.51,1.03,1.29,1.32,1.81,2.84,4.4,3.08,1.71,2.48,3.8,2.77
702,KSL.NS,448.11,434.36,390.15,271.68,274.18,321.67,307.39,287.56,269.95,280.51,255.21,185.02,226.29,282.84,242.0,228.42,223.89,207.96,134.22,182.27
703,KUANTUM.NS,138.81,150.07,95.16,46.28,853.42,909.27,806.9,696.23,602.54,572.2,548.96,483.13,429.91,352.0,243.13,225.93,189.96,653.3,0.0,
704,KWALITY.NS,296.03,241.89,439.59,252.02,133.66,159.16,131.87,183.73,151.5,118.83,135.19,174.8,105.06,106.29,,,,,,
705,L&TFH.NS,54.54,1.4,1.36,0.69,2.37,2.41,2.28,1.58,1.99,1.69,1.5,1.0,0.65,0.04,0.04,0.13,,,,
706,LAGNAM.NS,247.61,172.43,197.2,116.25,99.86,45.46,71.91,,,,,,,,,,,,,
707,LALPATHLAB.NS,235.6,212.2,224.69,178.84,152.81,139.77,122.89,106.17,92.58,116.53,1007.46,12553.5,9514.87,6623.11,,,,,,
708,LANDMARK.NS,145.05,122.15,185.94,306.09,,,,,,,,,,,,,,,,
709,LAOPALA.NS,32.89,40.75,29.07,19.03,24.33,25.05,23.36,42.39,44.92,40.24,167.83,145.24,108.53,90.97,70.65,58.66,48.07,46.07,81.94,79.41
710,LASA.NS,20.82,25.86,33.71,49.76,41.13,74.16,107.52,39750.26,,,,,,,,,,,,
711,LATENTVIEW.NS,14.16,12.88,10.32,176.12,153.52,142.76,130.23,131.81,98.01,,,,,,,,,,,
712,LAURUSLABS.NS,89.29,107.18,87.6,88.87,261.64,210.09,191.16,178.9,1129.47,855.02,754.04,471.43,295.73,,,,,,,
713,LAXMIMACH.NS,4304.44,4243.41,2875.22,1581.63,1469.72,2467.38,2335.73,2220.12,2443.54,2116.74,1989.64,1701.62,1875.87,1600.98,937.29,1097.84,1809.38,1528.38,10611.05,8073.29
714,LCCINFOTEC.NS,0.14,0.13,0.09,0.0,0.34,0.87,0.81,0.85,0.84,0.87,0.79,0.72,0.89,1.58,1.59,1.6,1.78,2.28,1.91,1.96
715,LEMONTREE.NS,4.51,3.92,1.63,1.01,3.41,3.46,2.94,2.8,2.48,2.42,11.64,11.26,,,,,,,,
716,LGBBROSLTD.NS,710.7,664.38,639.64,487.85,460.07,503.98,838.04,731.06,694.5,667.85,1258.8,1193.44,1153.31,904.07,703.84,64.68,70.06,56.52,52.94,46.78
717,LGBFORGE.NS,3.75,4.88,5.46,3.87,4.25,5.53,6.65,5.52,5.89,5.34,5.77,7.2,12.71,12.76,10.27,9.43,0.0,0.0,,
718,LIBERTSHOE.NS,373.74,383.99,286.28,268.82,382.66,353.49,320.16,291.67,266.53,308.5,283.88,199.27,195.15,174.87,153.0,141.84,146.0,130.53,120.39,350.56
719,LICHSGFIN.NS,494.7,411.65,361.9,393.05,390.07,343.75,293.83,276.98,245.48,211.28,181.82,150.02,121.09,97.26,363.83,338.86,245.82,182.02,145.64,120.4
720,LICI.NS,1332.34,1235.64,1139.15,68162.85,61444.33,55998.64,52284.8,33856.4,31841.96,30867.79,28509.57,25333.21,21887.75,384471.24,,,,,,
721,LIKHITHA.NS,106.99,88.91,130.36,96.64,,,,,,,,,,,,,,,,
722,LINDEINDIA.NS,324.64,367.66,,,,,,,,,,,,,,,,92.92,106.39,
723,LITL.NS,,,,,,,,4.95,9.76,5.69,9.35,19.82,36.01,24.33,24.68,185.71,71.64,24.64,49.23,217.83
724,LLOYDSENGG.NS,5.45,3.16,0.56,0.78,1.27,1.09,1.36,0.85,1.3,10209.19,,,,,,,,,,
725,LLOYDSME.NS,129.06,67.2,18.83,10.0,16.38,21.08,18.33,16.45,33.6,56.97,50.62,67.69,89.77,61.52,50.66,46.7,29.42,138.13,154.75,156.94
726,LMW.NS,4304.44,4243.41,2875.22,1581.63,1469.72,2467.38,2335.73,2220.12,2443.54,2116.74,1989.64,1701.62,1875.87,1600.98,937.29,1097.84,1809.38,1528.38,10611.05,8073.29
727,LODHA.NS,95.12,181.29,173.74,149.68,204.98,240.37,132.19,58.4,53.29,38.14,21.13,22.27,13.64,12.9,,,,,,
728,LOVABLE.NS,43.08,64.52,65.69,54.47,96.2,118.58,118.86,117.5,117.12,102.67,94.95,89.93,79.16,60.41,115.94,461.62,400.42,830.86,613.19,
729,LPDC.NS,0.1,0.03,0.05,0.08,0.01,0.0,0.13,0.19,0.19,0.29,0.27,0.26,0.21,0.2,0.21,0.16,0.0,21.52,96.38,161.4
730,LSIL.NS,5.45,3.16,0.56,0.78,1.27,1.09,1.36,0.85,1.3,10209.19,,,,,,,,,,
731,LT.NS,918.31,786.2,718.84,521.99,586.82,586.62,531.36,704.47,641.76,613.39,610.63,989.17,868.23,721.13,612.26,578.05,853.3,622.96,1075.47,1015.37
