Date,NIFTY 50,NIFTY MIDCAP150 QUALITY 50,NIFTY FINANCIAL SERVICES,NIFTY MIDSMALL INDIA CONSUMPTION,NIFTY INFRASTRUCTURE,NIFTY MIDSMALL IT & TELECOM,NIFTY MNC,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,NIFTY QUALITY LOW-VOLATILITY 30,NIFTY100 ESG SECTOR LEADERS,NIFTY METAL,NIFTY REALTY,NIFTY MIDCAP 150,NIFTY MIDSMALL HEALTHCARE,NIFTY100 LOW VOLATILITY 30,NIFTY LOW VOLATILITY 50,NIFTY CONSUMER DURABLES,NIFTY CPSE,NIFTY HIGH BETA 50,NIFTY ALPHA LOW-VOLATILITY 30,NIFTY GROWTH SECTORS 15,NIFTY TATA GROUP,NIFTY FMCG,NIFTY TRANSPORTATION & LOGISTICS,NIFTY PSU BANK,NIFTY200 ALPHA 30,NIFTY SME EMERGE,NIFTY100 ENHANCED ESG,NIFTY100 LIQUID 15,NIFTY100 ESG,NIFTY SMALLCAP 100,NIFTY PSE,NIFTY NEXT 50,NIFTY PRIVATE BANK,NIFTY CORE HOUSING,NIFTY MIDCAP LIQUID 15,NIFTY50 SHARIAH,NIFTY MIDCAP150 MOMENTUM 50,NIFTY REITS & INVITS,NIFTY SMALLCAP250 QUALITY 50,NIFTY INDIA DEFENCE,NIFTY100 QUALITY 30,NIFTY 200,NIFTY ENERGY,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MEDIA,NIFTY INDIA DIGITAL,NIFTY FINANCIAL SERVICES 25/50,NIFTY INDIA CONSUMPTION,NIFTY50 VALUE 20,NIFTY MOBILITY,NIFTY TATA GROUP 25% CAP,NIFTY SHARIAH 25,NIFTY100 ALPHA 30,NIFTY MIDCAP SELECT,NIFTY50 EQUAL WEIGHT,NIFTY200 MOMENTUM 30,NIFTY OIL & GAS,NIFTY NON-CYCLICAL CONSUMER,NIFTY MICROCAP 250,NIFTY COMMODITIES,NIFTY AUTO,NIFTY PHARMA,NIFTY SMALLCAP 50,NIFTY100 EQUAL WEIGHT,NIFTY MAHINDRA GROUP,NIFTY IT,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY HOUSING,NIFTY500 VALUE 50,NIFTY HEALTHCARE INDEX,NIFTY MIDCAP 50,NIFTY SMALLCAP 250,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY SERVICES SECTOR,NIFTY 100,NIFTY MIDCAP 100,NIFTY ALPHA 50,NIFTY INDIA MANUFACTURING,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY500 MULTICAP 50:25:25,NIFTY200 QUALITY 30,NIFTY BANK,NIFTY TOTAL MARKET,NIFTY500 SHARIAH,NIFTY ADITYA BIRLA GROUP
2008-10-01,3950.7,1570.95,2500.91,1338.07,3204.7,1086.05,3041.45,1525.9,1749.1,,2470.02,448.91,1501.0,1396.98,2016.7,2279.3,1833.82,1178.4,1613.7,2102.5,,1172.6,5517.9,1301.25,2127.4,1672.48,,,,,2780.5,2835.6,6105.7,2359.0,2106.88,,957.53,1875.51,,1342.58,,,1974.1,7776.5,1748.89,1271.5,1394.32,2456.9,1283.4,,1432.3,1313.1,,1867.3,1141.31,4752.9,,2132.36,1653.94,1490.63,2044.9,1566.5,2925.25,1751.88,3941.6,2206.6,3193.0,1613.3,1645.93,3082.8,1954.66,1435.2,1560.3,1804.5,1874.6,2655.28,4644.6,3741.6,4929.9,2840.9,1593.88,1855.3,798.24,1704.0,1778.5,5982.4,1710.27,938.19,1314.6
2008-10-03,3818.3,1538.76,2404.05,1312.22,3110.3,1055.57,2955.72,1488.4,1728.5,,2289.56,435.81,1460.9,1362.03,1991.4,2249.2,1750.03,1154.1,1538.9,2050.6,,1120.9,5499.8,1287.8,2095.1,1600.49,,,,,2687.8,2778.3,5887.4,2253.1,2044.32,,919.89,1826.45,,1305.73,,,1908.9,7480.3,1705.68,1252.3,1358.13,2370.2,1257.4,,1404.8,1247.6,,1775.54,1109.64,4632.3,,2041.28,1622.37,1449.7,1960.8,1548.3,2897.44,1696.64,3834.2,2190.6,3106.5,1568.5,1596.16,2984.3,1874.66,1407.2,1546.5,1744.5,1818.6,2544.39,4489.9,3615.0,4795.3,2720.2,1541.72,1817.0,772.44,1654.8,1740.1,5793.3,1655.78,902.88,1298.7
2008-10-06,3602.3,1452.36,2282.94,1246.51,2911.2,989.02,2799.38,1414.9,1643.5,,2091.39,391.39,1366.0,1305.42,1899.3,2137.3,1581.57,1122.8,1400.0,1958.3,,1046.7,5280.5,1237.2,2030.8,1462.58,,,,,2489.3,2674.6,5513.9,2126.0,1881.14,,860.98,1701.52,,1230.39,,,1796.8,7093.1,1598.82,1178.4,1286.89,2240.4,1192.2,,1347.46,1161.4,,1643.87,1031.38,4379.3,,1928.99,1542.78,1342.66,1836.0,1493.7,2755.07,1552.02,3623.0,2088.2,2912.7,1463.6,1497.89,2809.3,1751.51,1342.6,1472.1,1622.4,1690.4,2360.74,4261.9,3407.1,4515.4,2478.9,1441.2,1732.3,733.09,1554.5,1641.3,5560.5,1558.2,844.46,1219.1
2008-10-07,3606.6,1434.24,2243.46,1223.93,2930.7,964.59,2750.93,1402.6,1616.8,,2089.78,382.18,1334.6,1295.81,1878.6,2111.4,1544.59,1123.4,1376.8,1930.6,,1015.9,5188.4,1226.23,2022.0,1434.3,,,,,2425.2,2708.8,5434.7,2060.2,1858.05,,856.33,1677.63,,1204.76,,,1786.5,7231.4,1568.38,1177.6,1263.89,2204.5,1179.3,,1336.02,1140.1,,1631.57,1018.56,4367.2,,1926.67,1524.36,1306.24,1840.9,1489.3,2692.92,1509.49,3588.0,1937.1,2806.5,1430.0,1477.52,2790.9,1745.52,1327.0,1441.1,1597.8,1651.7,2351.11,4246.7,3403.8,4433.0,2446.5,1433.49,1714.2,740.83,1535.7,1617.9,5457.5,1547.26,836.06,1191.6
2008-10-08,3513.6,1364.48,2143.47,1160.29,2872.3,917.19,2655.76,1356.7,1571.2,,2044.83,368.27,1259.0,1225.01,1836.6,2054.3,1440.03,1070.2,1310.0,1868.4,,976.57,4924.1,1191.97,1925.0,1385.44,,,,,2295.6,2651.9,5165.4,1989.1,1794.88,,836.2,1589.26,,1141.27,,,1726.8,7078.1,1489.22,1091.6,1211.47,2111.6,1145.4,,1287.64,1099.3,,1573.06,950.19,4252.5,,1857.44,1458.13,1228.89,1796.3,1452.9,2639.56,1439.72,3453.2,1908.8,2645.8,1352.4,1412.86,2693.9,1696.64,1250.3,1405.6,1510.6,1569.5,2231.03,4110.0,3305.1,4202.6,2322.8,1397.67,1665.0,716.01,1472.5,1560.1,5222.6,1492.73,809.92,1171.7
2008-10-10,3279.9,1280.36,1981.51,1084.47,2610.0,844.45,2478.06,1271.3,1461.4,,1885.21,324.26,1164.7,1154.99,1737.1,1943.2,1294.84,1013.7,1169.3,1767.7,,910.24,4673.0,1120.84,1931.7,1257.55,,,,,2089.5,2510.5,4715.4,1768.3,1631.18,,777.62,1466.87,,1065.73,,,1607.3,6635.0,1401.98,1006.6,1115.63,1955.5,1059.8,,1204.52,1018.8,,1457.05,852.98,3968.5,,1738.05,1338.02,1134.57,1674.2,1378.5,2527.45,1299.83,3206.4,1773.6,2498.8,1247.4,1311.42,2507.5,1558.95,1169.5,1347.4,1374.0,1439.8,2018.28,3818.0,3076.3,3908.1,2065.3,1304.29,1551.6,677.05,1368.8,1462.5,4938.0,1389.22,750.38,1103.7
2008-10-13,3490.7,1336.58,2183.63,1138.42,2847.0,901.58,2638.28,1305.6,1517.8,,1993.42,357.89,1218.4,1196.72,1793.1,2017.2,1395.43,1056.9,1280.9,1836.6,,969.1,4855.4,1157.09,2098.9,1331.36,,,,,2167.5,2612.2,5017.5,1999.5,1719.4,,827.9,1526.58,,1101.99,,,1704.7,6911.6,1445.32,1022.5,1200.15,2141.0,1128.1,,1253.0,1079.2,,1529.87,920.03,4208.9,,1810.32,1424.75,1180.25,1751.2,1432.4,2572.61,1338.76,3400.0,1920.7,2694.8,1299.9,1382.31,2654.3,1680.81,1223.3,1369.2,1467.1,1489.1,2110.93,4162.0,3273.8,4133.5,2158.4,1367.48,1619.8,712.24,1440.4,1518.2,5496.7,1469.99,795.84,1179.1
2008-10-14,3518.6,1348.26,2212.41,1150.98,2875.6,942.1,2681.71,1323.7,1548.8,,1938.42,366.15,1232.1,1221.47,1826.8,2046.6,1420.8,1048.1,1288.9,1881.4,,1002.0,4904.8,1173.24,2136.5,1362.31,,,,,2211.3,2570.1,5120.9,2020.1,1743.84,,845.33,1559.41,,1131.66,,,1723.7,6882.0,1465.25,1046.5,1246.41,2173.8,1159.7,,1272.85,1115.3,,1556.15,930.43,4247.4,,1812.45,1457.46,1209.94,1744.8,1448.5,2726.86,1367.96,3457.9,1938.5,2819.3,1320.3,1397.78,2685.0,1686.16,1235.2,1436.2,1489.9,1525.4,2145.5,4233.2,3305.4,4194.2,2208.9,1370.15,1650.8,713.75,1461.4,1530.7,5578.4,1487.39,813.25,1188.0
2008-10-15,3338.4,1303.13,2125.36,1103.71,2686.1,897.78,2562.97,1279.4,1488.9,,1810.66,347.99,1179.4,1168.0,1759.4,1980.9,1314.01,1032.0,1203.8,1815.0,,931.7,4725.9,1129.91,2096.4,1275.84,,,,,2100.0,2478.1,4851.2,1939.2,1658.84,,795.21,1493.02,,1087.48,,,1637.7,6570.8,1418.65,1008.4,1183.21,2087.9,1105.3,,1223.42,1040.4,,1468.98,874.24,4065.0,,1723.7,1381.61,1142.9,1659.9,1399.8,2681.59,1300.39,3298.5,1826.5,2656.0,1261.8,1332.65,2553.3,1598.15,1200.3,1404.8,1409.0,1453.3,2032.19,4014.2,3135.5,4002.9,2066.6,1304.08,1577.8,688.62,1393.2,1466.9,5425.2,1414.24,765.63,1133.9
2008-10-16,3269.3,1280.3,2143.6,1080.47,2682.9,883.46,2563.69,1255.0,1474.6,,1766.07,367.12,1168.3,1142.32,1734.0,1949.9,1331.92,1023.0,1217.5,1798.5,,890.71,4808.1,1105.74,2159.5,1255.69,,,,,2076.2,2420.3,4835.4,1924.7,1680.57,,768.91,1466.36,,1062.17,,,1611.3,6294.9,1432.93,975.7,1155.24,2111.7,1114.6,,1191.93,1003.7,,1445.04,876.75,3984.2,,1656.25,1379.49,1111.2,1614.8,1355.2,2651.15,1296.63,3257.4,1710.8,2533.6,1249.0,1315.25,2514.7,1601.32,1205.7,1392.0,1399.8,1436.4,2045.57,4010.2,3077.7,3996.5,2049.5,1261.74,1562.4,684.39,1373.0,1466.0,5481.6,1392.48,744.2,1037.7
2008-10-17,3074.3,1251.94,2029.83,1050.09,2470.0,867.44,2473.65,1208.2,1416.2,,1663.83,330.13,1132.1,1114.37,1666.3,1894.4,1287.23,1018.8,1136.6,1741.0,,834.86,4713.5,1083.53,2051.1,1191.1,,,,,2002.5,2303.8,4670.4,1829.4,1572.71,,724.89,1419.34,,1043.36,,,1527.6,5955.2,1390.9,952.24,1089.55,2013.3,1063.1,,1172.06,941.27,,1386.43,840.64,3771.1,,1601.76,1320.13,1076.18,1532.7,1315.6,2565.08,1246.71,3121.3,1657.7,2391.5,1212.1,1259.16,2386.4,1500.75,1183.5,1353.6,1348.6,1398.1,1960.86,3748.2,2904.7,3877.2,1935.3,1202.03,1501.1,656.18,1315.8,1411.9,5183.5,1322.01,705.67,972.89
2008-10-20,3122.8,1244.06,2084.53,1042.77,2464.7,890.37,2512.02,1213.8,1427.5,,1699.35,317.68,1126.3,1092.79,1688.1,1908.5,1284.61,1014.6,1130.7,1757.5,,862.7,4807.2,1075.68,2070.6,1189.59,,,,,1971.2,2294.9,4709.8,1862.1,1542.27,,735.71,1405.05,,1035.86,,,1545.2,5992.0,1386.64,932.39,1131.98,2046.6,1074.0,,1162.69,965.73,,1409.6,849.29,3809.2,,1613.03,1337.11,1056.13,1535.9,1314.0,2613.78,1218.63,3147.3,1633.7,2577.4,1201.5,1264.37,2409.9,1507.55,1185.7,1383.0,1342.8,1376.2,2007.95,3867.5,2947.6,3863.3,1923.1,1205.98,1513.9,655.54,1319.2,1431.4,5284.2,1334.23,713.93,955.6
2008-10-21,3234.9,1286.13,2163.54,1074.45,2555.2,902.52,2621.79,1251.4,1475.7,,1736.01,348.63,1154.6,1130.74,1733.3,1948.6,1391.42,1023.4,1186.4,1806.7,,937.98,4953.0,1097.89,2107.9,1232.27,,,,,2017.5,2315.5,4896.1,1925.4,1631.51,,767.12,1455.41,,1070.18,,,1598.4,6163.5,1405.69,954.76,1168.15,2123.5,1102.0,,1186.99,1041.9,,1454.83,882.65,3921.6,,1650.61,1370.85,1081.04,1576.5,1335.6,2647.07,1244.03,3249.9,1673.9,2767.3,1230.2,1302.6,2491.4,1561.95,1198.3,1399.1,1402.7,1405.4,2099.82,4012.7,3054.8,3978.8,1988.1,1232.69,1569.6,671.95,1359.7,1487.7,5414.5,1379.12,744.43,913.29
2008-10-22,3065.1,1245.16,2052.69,1042.25,2402.2,874.93,2524.65,1202.8,1419.2,,1605.74,321.75,1118.2,1103.4,1661.6,1875.8,1341.19,985.23,1131.3,1741.8,,891.92,4982.3,1058.93,1985.8,1180.71,,,,,1967.9,2217.2,4719.7,1830.7,1545.27,,727.96,1403.69,,1051.93,,,1522.3,5838.0,1373.7,933.11,1097.93,2016.8,1061.3,,1135.98,980.54,,1386.72,849.45,3701.5,,1566.83,1320.95,1057.61,1485.0,1282.5,2568.32,1210.33,3103.6,1605.5,2649.7,1195.8,1250.07,2378.2,1472.52,1149.7,1360.3,1350.8,1376.0,2032.9,3780.8,2901.3,3839.0,1907.4,1170.69,1518.8,638.95,1309.4,1434.1,5095.7,1317.08,709.85,846.5
2008-10-23,2943.1,1215.15,1972.45,1015.03,2326.6,848.37,2406.68,1154.1,1374.6,,1414.2,304.92,1082.8,1063.29,1594.2,1810.0,1328.52,973.13,1078.3,1662.0,,853.97,4898.6,998.09,1915.6,1121.68,,,,,1885.4,2169.9,4552.5,1777.7,1481.64,,700.32,1364.48,,1008.41,,,1461.9,5633.4,1342.59,916.74,1059.34,1935.7,1016.9,,1072.97,926.45,,1307.51,809.65,3532.9,,1511.29,1280.59,1020.84,1398.0,1198.5,2453.04,1180.3,2975.2,1466.2,2603.9,1156.6,1204.92,2285.4,1411.44,1106.7,1307.9,1305.3,1328.0,1946.34,3651.8,2787.6,3712.7,1834.7,1090.79,1465.9,609.81,1261.2,1385.0,4932.4,1265.8,683.15,780.94
2008-10-24,2584.0,1137.71,1738.86,942.92,2027.2,783.43,2188.63,1070.2,1265.8,,1239.77,232.63,994.14,1002.41,1452.0,1652.2,1196.12,872.66,931.29,1518.1,,758.98,4602.2,914.79,1687.5,1004.87,,,,,1706.9,1943.8,4104.4,1534.7,1271.09,,621.63,1285.25,,931.84,,,1297.1,4871.5,1206.09,819.31,957.35,1705.7,917.54,,968.14,814.33,,1162.14,736.05,3111.1,,1302.32,1160.78,941.12,1236.1,1081.1,2250.14,1065.24,2646.9,1286.6,2415.5,1061.3,1085.72,2035.2,1240.93,1014.3,1203.2,1190.2,1217.3,1771.31,3253.6,2456.5,3411.6,1634.1,970.7,1346.4,551.82,1140.1,1259.9,4310.0,1128.08,612.75,679.72
2008-10-27,2524.2,1106.04,1650.06,937.33,2006.7,758.32,2072.75,1038.4,1223.4,,1222.21,243.05,955.7,962.97,1401.9,1596.2,1108.72,816.29,898.51,1451.6,,728.33,4362.9,843.28,1541.0,963.65,,,,,1598.1,1847.9,3878.4,1513.2,1243.77,,616.24,1250.78,,887.0,,,1258.0,4748.8,1136.01,773.65,954.38,1619.3,890.31,,901.56,773.49,,1100.29,702.46,3012.3,,1259.09,1135.63,875.06,1196.5,1018.0,2131.53,1015.82,2535.1,1156.7,2380.9,1016.0,1048.69,1973.7,1193.48,964.68,1136.9,1143.2,1155.8,1670.38,3184.0,2388.6,3260.3,1567.3,935.9,1294.3,524.99,1099.2,1214.4,4092.9,1093.05,603.17,668.46
2008-10-28,2684.6,1155.58,1748.07,987.05,2155.0,803.7,2167.11,1091.2,1279.7,,1304.96,264.83,1010.6,1015.72,1474.1,1684.6,1191.84,869.68,973.46,1515.5,,782.84,4519.0,894.35,1632.6,1037.09,,,,,1726.7,1948.6,4122.8,1596.5,1336.03,,654.28,1317.33,,947.49,,,1335.6,5050.5,1206.24,842.29,1014.38,1719.9,937.85,,961.9,827.5,,1166.38,754.52,3210.7,,1346.03,1194.12,933.58,1267.5,1078.4,2202.99,1098.9,2691.4,1262.9,2519.7,1079.5,1111.42,2095.5,1271.5,1025.1,1173.2,1220.2,1239.7,1784.79,3386.8,2540.2,3425.2,1681.7,995.38,1353.2,553.52,1167.6,1281.3,4315.7,1160.63,639.08,718.99
2008-10-29,2697.0,1134.16,1724.71,963.7,2132.4,781.77,2142.22,1101.9,1274.4,,1395.36,259.83,989.11,994.03,1477.0,1676.1,1193.44,876.94,961.96,1509.2,,795.28,4401.4,903.37,1610.7,1029.82,,,,,1691.2,1974.0,4068.8,1575.5,1335.08,,657.1,1298.99,,939.85,,,1338.3,5158.3,1193.29,826.88,1011.17,1695.8,922.1,,973.79,846.58,,1173.34,754.03,3235.9,,1373.76,1176.09,933.48,1304.3,1101.0,2126.66,1082.25,2664.8,1272.5,2549.2,1060.7,1102.26,2098.5,1275.76,1021.0,1131.3,1187.9,1227.2,1766.3,3379.3,2545.8,3385.7,1670.3,1002.89,1348.2,552.09,1163.4,1279.5,4280.4,1162.22,640.0,719.72
2008-10-31,2885.6,1173.53,1858.38,995.15,2279.6,826.45,2290.49,1151.9,1337.2,,1507.6,262.78,1026.4,1029.91,1554.3,1757.2,1226.7,893.92,1019.4,1579.6,,838.64,4606.1,948.58,1638.3,1105.21,,,,,1739.1,2042.3,4291.3,1709.2,1413.76,,708.27,1366.03,,971.5,,,1422.7,5538.8,1225.37,870.47,1097.76,1816.2,985.95,,1026.14,912.82,,1252.58,801.03,3440.7,,1460.5,1263.48,955.06,1379.5,1160.1,2201.19,1122.2,2807.7,1452.3,2686.9,1097.9,1159.2,2225.7,1353.69,1043.9,1168.1,1254.8,1264.1,1912.55,3610.8,2718.5,3506.4,1791.2,1061.44,1417.3,581.97,1221.2,1333.8,4521.7,1231.81,684.97,780.06
2008-11-03,3043.8,1218.46,2010.04,1029.06,2448.3,839.27,2409.63,1181.5,1377.9,,1566.47,282.11,1077.6,1085.59,1602.9,1813.7,1265.23,930.74,1102.0,1642.5,,874.64,4807.6,972.55,1782.1,1175.63,,,,,1821.9,2151.1,4508.1,1831.0,1500.46,,741.63,1433.74,,1008.07,,,1498.7,5854.6,1294.37,885.72,1152.14,1968.0,1029.4,,1057.01,959.37,,1313.61,852.43,3614.6,,1550.15,1331.7,996.64,1454.6,1183.1,2265.25,1180.82,2944.4,1475.3,2709.3,1150.7,1218.7,2341.0,1455.82,1095.0,1196.1,1338.4,1320.5,2037.16,3810.2,2866.1,3667.3,1916.6,1103.01,1463.8,608.99,1281.5,1365.0,4875.7,1295.44,715.76,851.25
2008-11-04,3142.1,1237.97,2119.02,1044.87,2574.5,843.31,2483.9,1197.8,1403.2,,1634.91,315.26,1112.3,1101.48,1621.9,1844.2,1284.15,975.87,1182.5,1677.4,,866.86,5027.0,988.72,1918.9,1226.57,,,,,1877.4,2253.5,4756.9,1952.0,1577.14,,755.08,1461.01,,1021.8,,,1551.5,6044.9,1344.74,891.11,1146.79,2080.9,1061.3,,1077.02,966.09,,1354.4,894.63,3724.4,,1615.55,1372.9,1028.97,1513.5,1198.6,2268.0,1220.72,3057.5,1512.1,2589.5,1184.3,1259.9,2421.2,1541.94,1143.9,1203.5,1385.9,1351.1,2117.94,3899.6,2967.3,3780.2,2001.8,1142.01,1495.7,636.13,1321.6,1392.5,5220.7,1339.81,729.74,871.76
2008-11-05,2994.9,1233.7,2043.65,1028.46,2456.9,825.54,2423.34,1164.0,1377.4,,1511.2,297.54,1101.6,1106.26,1581.0,1809.0,1269.55,931.69,1130.0,1639.6,,842.91,4935.4,979.38,1884.4,1180.65,,,,,1832.1,2182.9,4635.3,1915.4,1477.72,,715.14,1446.74,,1007.52,,,1491.5,5657.5,1330.49,868.11,1118.79,2020.4,1035.7,,1040.14,933.37,,1304.43,877.61,3580.9,,1508.3,1327.34,1008.67,1433.2,1175.8,2317.54,1185.21,2969.7,1479.2,2589.8,1168.6,1227.38,2329.8,1465.71,1125.7,1229.3,1358.3,1323.8,2017.2,3762.1,2836.9,3746.1,1918.0,1107.6,1463.0,611.56,1285.0,1375.6,5121.3,1289.71,697.94,832.66
2008-11-06,2892.6,1209.54,1961.61,1004.51,2397.3,800.39,2408.45,1143.1,1357.1,,1395.23,299.43,1075.5,1088.83,1553.2,1776.4,1236.35,918.63,1094.7,1615.8,,809.35,4921.0,962.13,1814.4,1137.84,,,,,1780.6,2139.3,4516.1,1862.0,1453.57,,690.04,1410.87,,992.15,,,1444.4,5443.9,1313.19,821.08,1086.22,1938.9,1014.4,,1012.3,887.63,,1268.59,858.1,3481.6,,1457.82,1290.56,985.38,1370.6,1142.6,2337.11,1162.42,2892.7,1470.3,2489.5,1140.9,1192.86,2257.0,1420.8,1091.4,1235.2,1320.3,1292.3,1939.79,3618.4,2743.2,3657.6,1851.4,1066.76,1443.1,593.81,1249.3,1342.4,4940.0,1249.6,676.31,796.58
2008-11-07,2973.0,1214.47,1998.23,1016.32,2473.6,820.73,2441.35,1167.1,1375.3,,1453.77,306.99,1091.5,1087.92,1579.5,1802.7,1249.26,952.18,1137.9,1637.6,,829.24,5026.9,967.21,1879.6,1172.31,,,,,1796.6,2205.9,4605.3,1863.7,1486.02,,707.45,1426.38,,991.81,,,1482.3,5646.6,1338.23,837.51,1104.77,1974.2,1035.7,,1027.76,904.57,,1297.32,881.6,3576.7,,1501.92,1313.95,991.52,1424.7,1146.1,2344.41,1184.14,2960.5,1441.7,2550.3,1154.9,1217.97,2312.2,1466.66,1118.9,1242.3,1336.2,1301.6,1987.65,3720.5,2816.4,3719.6,1897.0,1088.42,1467.5,611.99,1270.8,1362.3,5043.5,1279.71,690.72,819.9
2008-11-10,3148.2,1252.9,2088.95,1054.65,2657.7,859.36,2538.99,1209.5,1419.1,,1595.71,322.93,1133.4,1111.15,1644.5,1865.6,1287.14,982.28,1214.8,1695.7,,874.03,5063.0,983.39,1942.9,1251.98,,,,,1865.5,2358.6,4826.5,1955.8,1563.94,,752.36,1477.48,,1007.28,,,1566.8,6017.5,1378.36,869.07,1151.17,2064.7,1077.3,,1052.71,960.71,,1382.02,913.3,3756.5,,1584.97,1359.87,1012.64,1536.3,1166.9,2438.12,1229.68,3097.6,1501.5,2672.4,1194.5,1277.25,2438.1,1558.04,1148.3,1291.2,1392.5,1335.9,2069.43,3931.9,2978.2,3860.5,2013.3,1147.54,1521.5,637.18,1326.9,1421.7,5261.1,1348.58,730.33,883.46
2008-11-11,2938.6,1223.08,1952.73,1014.97,2453.6,827.43,2433.92,1165.9,1366.4,,1467.65,288.87,1093.7,1071.91,1572.8,1787.7,1224.47,942.76,1128.5,1630.2,,831.45,4993.8,954.95,1859.3,1180.81,,,,,1789.3,2219.7,4587.8,1812.4,1455.52,,702.71,1427.24,,985.96,,,1476.2,5600.7,1343.63,833.98,1091.92,1941.6,1036.1,,1013.72,906.25,,1305.61,865.09,3528.9,,1477.22,1309.5,984.27,1441.3,1122.0,2374.15,1176.32,2940.4,1396.7,2514.8,1154.4,1216.48,2302.4,1445.15,1104.9,1260.1,1329.7,1294.6,1963.95,3677.2,2786.9,3721.3,1896.9,1079.66,1457.7,612.08,1267.1,1359.0,4945.7,1274.22,687.27,837.72
2008-11-12,2848.4,1195.8,1874.61,1005.24,2369.5,822.42,2348.16,1144.0,1343.3,,1410.65,266.99,1070.6,1055.08,1538.8,1756.1,1190.8,930.11,1096.1,1595.4,,831.69,4874.2,934.63,1810.0,1149.9,,,,,1757.3,2166.8,4468.9,1721.8,1400.49,,682.11,1400.51,,975.0,,,1434.9,5453.6,1314.81,799.7,1079.44,1864.8,1011.9,,994.37,903.15,,1281.6,848.41,3429.8,,1443.77,1277.84,964.33,1405.5,1095.3,2345.65,1152.04,2870.7,1361.6,2511.7,1132.1,1186.14,2239.3,1389.53,1092.6,1243.8,1305.7,1274.3,1911.04,3587.2,2703.2,3661.4,1850.6,1049.53,1430.2,598.32,1236.7,1334.2,4748.1,1239.45,667.88,807.71
2008-11-14,2810.3,1174.14,1844.87,1003.36,2348.2,822.47,2311.7,1117.6,1317.5,,1358.59,262.36,1049.1,1042.63,1505.2,1727.1,1159.96,911.3,1073.2,1570.5,,823.18,4860.8,897.5,1806.8,1132.14,,,,,1719.2,2125.3,4381.8,1690.7,1359.54,,670.58,1371.7,,965.74,,,1412.1,5383.7,1297.13,774.98,1076.86,1835.1,1011.3,,961.0,893.26,,1259.61,831.12,3372.9,,1426.2,1280.39,944.99,1381.6,1049.8,2317.18,1123.21,2824.9,1328.6,2449.6,1111.2,1165.1,2203.5,1359.89,1081.1,1229.2,1284.3,1255.0,1858.67,3559.7,2664.7,3588.2,1815.6,1021.41,1403.3,589.36,1217.8,1312.4,4719.4,1219.56,655.37,803.18
2008-11-17,2799.5,1145.19,1777.4,991.12,2347.8,823.5,2290.51,1107.8,1313.5,,1332.07,248.51,1021.1,1021.81,1497.3,1705.5,1112.2,902.73,1028.4,1548.8,,805.95,4796.9,884.4,1773.2,1105.63,,,,,1674.3,2118.6,4231.3,1588.8,1334.81,,670.0,1343.14,,935.2,,,1395.5,5393.1,1274.43,760.35,1081.94,1772.1,1005.8,,950.55,878.82,,1233.69,806.8,3351.4,,1418.34,1274.58,917.73,1365.7,1036.1,2299.56,1090.0,2775.7,1282.1,2454.2,1082.0,1143.62,2176.3,1328.9,1061.9,1216.0,1244.2,1223.1,1797.06,3526.3,2643.2,3493.8,1754.1,1007.22,1393.4,579.51,1195.4,1297.0,4545.3,1204.1,650.97,799.61
2008-11-18,2683.1,1124.66,1695.02,974.08,2226.4,819.34,2248.23,1077.4,1277.5,,1254.27,238.86,1000.1,1006.03,1451.3,1659.8,1092.9,887.95,992.16,1519.5,,769.27,4714.8,864.27,1703.3,1069.4,,,,,1624.0,2022.3,4100.7,1508.0,1285.03,,646.42,1321.03,,910.87,,,1342.1,5209.3,1225.97,721.97,1035.04,1694.3,972.4,,934.08,845.42,,1188.3,787.67,3213.5,,1387.59,1229.92,891.26,1309.1,1009.8,2269.06,1066.2,2681.5,1227.7,2321.2,1057.7,1108.86,2094.2,1266.18,1034.9,1198.9,1212.3,1191.2,1723.52,3332.4,2537.1,3426.2,1696.4,973.99,1354.8,560.98,1157.7,1249.4,4346.7,1158.89,629.83,761.35
2008-11-19,2635.0,1111.35,1641.03,971.67,2166.8,809.42,2238.23,1069.6,1265.6,,1229.69,238.08,980.32,998.95,1440.5,1642.5,1085.74,881.25,956.5,1506.7,,757.54,4760.8,857.67,1668.3,1037.85,,,,,1583.4,1984.4,3972.2,1460.8,1259.6,,635.22,1297.67,,891.62,,,1317.6,5128.7,1195.13,721.34,1005.47,1646.2,961.18,,920.63,831.18,,1164.24,778.75,3158.8,,1368.72,1212.9,873.95,1288.4,1011.9,2243.69,1041.42,2623.1,1208.6,2277.8,1037.2,1087.86,2055.2,1234.49,1022.5,1187.2,1186.4,1168.9,1655.09,3251.2,2487.0,3380.7,1636.9,957.83,1339.0,552.86,1136.4,1230.1,4233.7,1137.26,618.65,719.83
