Date,NIFTY 50,NIFTY MIDCAP150 QUALITY 50,NIFTY FINANCIAL SERVICES,NIFTY MIDSMALL INDIA CONSUMPTION,NIFTY INFRASTRUCTURE,NIFTY MIDSMALL IT & TELECOM,NIFTY MNC,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,NIFTY QUALITY LOW-VOLATILITY 30,NIFTY100 ESG SECTOR LEADERS,NIFTY METAL,NIFTY REALTY,NIFTY MIDCAP 150,NIFTY MIDSMALL HEALTHCARE,NIFTY100 LOW VOLATILITY 30,NIFTY LOW VOLATILITY 50,NIFTY CONSUMER DURABLES,NIFTY CPSE,NIFTY HIGH BETA 50,NIFTY ALPHA LOW-VOLATILITY 30,NIFTY GROWTH SECTORS 15,NIFTY TATA GROUP,NIFTY FMCG,NIFTY TRANSPORTATION & LOGISTICS,NIFTY PSU BANK,NIFTY200 ALPHA 30,NIFTY SME EMERGE,NIFTY100 ENHANCED ESG,NIFTY100 LIQUID 15,NIFTY100 ESG,NIFTY SMALLCAP 100,NIFTY PSE,NIFTY NEXT 50,NIFTY PRIVATE BANK,NIFTY CORE HOUSING,NIFTY MIDCAP LIQUID 15,NIFTY50 SHARIAH,NIFTY MIDCAP150 MOMENTUM 50,NIFTY REITS & INVITS,NIFTY SMALLCAP250 QUALITY 50,NIFTY INDIA DEFENCE,NIFTY100 QUALITY 30,NIFTY 200,NIFTY ENERGY,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MEDIA,NIFTY INDIA DIGITAL,NIFTY FINANCIAL SERVICES 25/50,NIFTY INDIA CONSUMPTION,NIFTY50 VALUE 20,NIFTY MOBILITY,NIFTY TATA GROUP 25% CAP,NIFTY SHARIAH 25,NIFTY100 ALPHA 30,NIFTY MIDCAP SELECT,NIFTY50 EQUAL WEIGHT,NIFTY200 MOMENTUM 30,NIFTY OIL & GAS,NIFTY NON-CYCLICAL CONSUMER,NIFTY MICROCAP 250,NIFTY COMMODITIES,NIFTY AUTO,NIFTY PHARMA,NIFTY SMALLCAP 50,NIFTY100 EQUAL WEIGHT,NIFTY MAHINDRA GROUP,NIFTY IT,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY HOUSING,NIFTY500 VALUE 50,NIFTY HEALTHCARE INDEX,NIFTY MIDCAP 50,NIFTY SMALLCAP 250,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY SERVICES SECTOR,NIFTY 100,NIFTY MIDCAP 100,NIFTY ALPHA 50,NIFTY INDIA MANUFACTURING,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY500 MULTICAP 50:25:25,NIFTY200 QUALITY 30,NIFTY BANK,NIFTY TOTAL MARKET,NIFTY500 SHARIAH,NIFTY ADITYA BIRLA GROUP
2012-12-07,5907.4,3519.12,5106.8,2638.22,2654.0,984.68,5771.0,3106.2,3668.2,,2765.1,280.65,2637.2,3356.63,4063.3,4552.8,5057.56,1892.8,1676.1,3789.2,2868.3,2827.2,15610.0,3303.33,3510.1,2363.62,,1019.0,2727.3,1015.3,3728.3,2895.5,11999.35,5902.9,3628.98,2242.6,1221.4,4017.43,,2774.39,,1297.4,3014.0,7954.7,4266.4,1743.0,1734.21,5148.4,2327.9,2598.9,2947.34,2731.9,1894.1,2740.85,1727.41,7648.8,,2412.76,2924.46,1843.07,2485.9,4618.1,5887.1,2094.19,7086.0,5899.3,6006.2,2643.73,2676.57,4724.2,2811.97,2589.1,3218.7,2360.1,2672.4,4848.52,7088.3,5824.4,8376.3,4723.1,2678.38,3646.4,1702.8,2816.6,4207.1,12363.0,2602.58,1321.8,2403.1
2012-12-10,5908.9,3526.14,5139.5,2663.05,2638.7,978.38,5772.0,3121.7,3684.9,,2771.0,283.85,2654.1,3378.01,4075.5,4570.0,5013.54,1895.3,1682.0,3813.6,2868.3,2789.6,15679.0,3299.97,3570.3,2377.1,,1016.7,2719.2,1013.0,3742.9,2886.6,12046.55,5923.7,3643.74,2242.9,1219.5,4043.51,,2790.92,,1294.2,3018.5,7896.9,4368.16,1727.0,1735.59,5186.9,2325.3,2594.0,2941.55,2710.6,1890.9,2745.54,1746.75,7657.7,,2399.58,2922.2,1846.21,2477.6,4604.3,5955.0,2112.5,7107.8,5901.4,5969.4,2660.59,2685.86,4731.9,2816.82,2623.5,3250.3,2377.9,2689.3,4899.16,7102.7,5829.1,8436.2,4725.7,2682.32,3667.5,1719.2,2825.7,4207.3,12381.0,2606.8,1320.1,2378.9
2012-12-11,5898.8,3500.2,5142.7,2654.64,2617.9,970.62,5794.0,3134.1,3701.9,,2752.0,277.85,2634.1,3344.58,4069.7,4555.7,4996.03,1877.4,1661.4,3826.2,2869.9,2756.5,15795.0,3297.32,3534.0,2380.96,,1013.5,2697.6,1009.8,3699.5,2859.2,11988.3,5902.8,3653.97,2241.8,1215.7,4024.64,,2783.56,,1293.2,3009.6,7817.9,4292.0,1694.9,1718.29,5177.5,2328.5,2592.7,2936.35,2680.2,1888.8,2751.97,1742.41,7636.8,,2378.79,2920.97,1831.43,2465.2,4605.0,5973.3,2077.62,7073.7,5891.2,5917.6,2637.27,2673.04,4716.2,2814.12,2582.1,3248.1,2350.8,2658.9,4892.16,7077.6,5816.4,8360.2,4715.1,2673.0,3689.5,1714.0,2809.2,4199.6,12344.0,2597.94,1316.5,2371.5
2012-12-12,5888.0,3499.96,5114.2,2650.94,2601.9,976.27,5740.9,3118.3,3689.4,,2734.9,278.15,2632.6,3337.39,4053.0,4556.4,5021.44,1855.7,1663.8,3811.5,2872.8,2762.5,15778.0,3321.06,3522.5,2373.11,,1013.5,2701.9,1009.8,3700.6,2825.4,11999.2,5876.6,3630.17,2236.1,1215.6,4020.19,,2777.22,,1292.1,3005.6,7828.2,4295.24,1706.5,1723.42,5157.3,2337.5,2587.9,2953.98,2681.6,1884.8,2745.02,1735.48,7619.9,,2372.57,2922.08,1836.23,2449.5,4647.4,5984.9,2079.07,7073.2,6010.0,5935.9,2637.85,2670.0,4709.8,2796.62,2583.6,3256.7,2361.8,2663.9,4885.72,7050.6,5808.1,8370.7,4726.2,2679.74,3677.8,1708.3,2807.2,4202.4,12301.0,2594.62,1316.7,2349.8
2012-12-13,5851.5,3469.06,5096.7,2616.01,2580.2,961.01,5693.2,3109.4,3670.8,,2704.3,272.25,2604.1,3345.3,4027.9,4532.3,4897.59,1849.9,1630.9,3791.6,2831.8,2764.0,15355.0,3322.24,3470.0,2355.9,,1010.0,2694.4,1006.3,3653.4,2813.3,11887.85,5851.7,3596.26,2192.6,1210.8,3994.18,,2741.36,,1283.3,2983.0,7828.6,4213.41,1704.6,1713.9,5144.3,2319.7,2563.7,2946.9,2685.0,1877.8,2728.79,1700.15,7574.0,,2371.33,2884.91,1819.01,2430.8,4685.5,5950.2,2016.85,7021.0,5989.1,5909.5,2606.31,2646.78,4674.0,2771.34,2531.7,3237.4,2323.1,2626.0,4851.56,7028.4,5769.5,8293.0,4688.0,2667.92,3660.1,1689.4,2778.8,4177.1,12269.0,2574.82,1311.0,2343.6
2012-12-14,5879.6,3490.19,5135.4,2627.18,2579.3,960.7,5694.9,3110.5,3655.2,,2755.5,274.75,2623.4,3348.54,4030.9,4535.7,4866.82,1848.9,1653.8,3791.9,2837.3,2795.5,15368.0,3336.79,3551.9,2370.64,,1017.9,2727.6,1014.2,3667.5,2812.9,11977.2,5922.5,3611.34,2203.0,1213.8,4029.66,,2741.58,,1286.8,2999.2,7851.2,4262.76,1711.5,1720.08,5185.8,2316.1,2581.8,2958.88,2710.8,1880.9,2742.72,1711.92,7613.6,,2378.89,2881.33,1821.19,2456.4,4714.3,5918.9,2032.79,7066.1,6084.5,5947.7,2622.42,2663.56,4698.8,2794.67,2558.6,3224.5,2347.8,2635.6,4878.4,7070.1,5799.5,8361.7,4710.4,2676.98,3652.8,1698.9,2793.3,4178.1,12424.0,2588.24,1313.8,2375.1
2012-12-17,5857.9,3503.04,5112.7,2628.84,2567.3,957.5,5726.2,3106.4,3650.6,,2795.9,276.35,2629.6,3385.67,4028.8,4534.9,4881.77,1846.0,1662.9,3781.9,2821.3,2756.9,15283.0,3361.68,3585.1,2369.44,,1014.9,2738.1,1011.3,3690.5,2811.4,12042.9,5920.5,3604.33,2211.1,1210.1,4033.88,,2755.78,,1281.1,2993.9,7828.8,4278.28,1728.3,1704.43,5179.4,2311.6,2579.2,2967.16,2697.6,1876.4,2733.54,1713.04,7612.2,,2367.39,2861.07,1832.06,2470.0,4744.6,5945.2,2037.37,7089.3,6107.5,5877.2,2632.87,2664.08,4693.9,2802.13,2564.6,3243.6,2363.6,2654.8,4876.62,7023.9,5786.2,8382.7,4721.9,2691.29,3644.7,1706.9,2797.8,4166.0,12427.0,2585.92,1311.4,2386.2
2012-12-18,5896.8,3505.9,5146.5,2643.46,2608.4,963.74,5744.5,3120.6,3671.6,,2856.7,282.95,2645.1,3388.22,4057.6,4566.0,4907.66,1859.7,1690.1,3813.3,2839.6,2782.5,15334.0,3372.17,3626.1,2393.17,,1022.4,2768.4,1018.7,3723.3,2837.0,12208.5,5934.4,3645.8,2245.8,1214.5,4053.68,,2755.45,,1291.5,3016.4,7822.7,4318.69,1783.2,1721.48,5231.3,2333.0,2593.1,2978.83,2733.2,1885.2,2762.63,1731.72,7681.6,,2368.11,2898.73,1850.89,2494.7,4769.4,5985.0,2061.76,7165.5,6140.2,5902.2,2650.29,2681.81,4727.8,2838.33,2593.8,3262.9,2388.2,2676.3,4948.36,7079.7,5830.9,8426.7,4775.0,2718.73,3670.9,1714.9,2817.5,4201.5,12477.0,2604.74,1316.5,2421.2
2012-12-19,5929.6,3512.4,5138.9,2652.03,2605.2,963.31,5774.0,3160.1,3716.2,,2904.1,284.5,2662.8,3422.66,4081.8,4602.3,4893.33,1889.3,1703.2,3841.5,2866.2,2833.6,15264.0,3414.68,3631.8,2413.25,,1030.0,2798.3,1026.3,3733.3,2873.7,12296.25,5967.8,3666.03,2263.2,1232.0,4087.52,,2770.48,,1305.6,3034.3,7900.4,4366.6,1777.5,1729.59,5242.6,2350.6,2603.9,3012.99,2786.7,1913.5,2786.03,1748.32,7760.6,,2400.74,2910.02,1858.46,2525.9,4847.3,6084.6,2075.11,7227.8,6155.1,5976.2,2666.48,2698.46,4755.3,2854.21,2609.4,3315.6,2391.6,2689.4,4963.33,7100.3,5864.8,8480.7,4822.3,2754.8,3711.2,1729.7,2834.2,4255.8,12510.0,2619.78,1331.4,2431.7
2012-12-20,5916.4,3506.9,5122.9,2652.28,2590.5,963.66,5804.7,3166.0,3724.4,,2941.0,283.7,2658.4,3442.67,4084.3,4594.4,4862.93,1888.0,1698.7,3854.3,2872.4,2854.3,15282.0,3396.75,3647.3,2410.77,,1028.0,2793.5,1024.2,3728.0,2865.4,12310.35,5935.5,3645.32,2260.9,1232.6,4096.21,,2761.42,,1306.6,3029.0,7879.5,4325.59,1788.9,1731.4,5214.5,2357.1,2602.4,2996.57,2797.2,1914.3,2785.25,1747.27,7741.9,,2393.17,2928.81,1852.93,2525.8,4814.2,6072.4,2063.19,7215.9,6066.6,5994.9,2660.45,2693.97,4746.4,2848.95,2611.3,3313.3,2379.3,2680.0,4929.6,7098.8,5854.8,8471.6,4830.1,2751.68,3720.9,1727.6,2828.0,4261.3,12486.0,2614.83,1332.2,2456.2
2012-12-21,5847.7,3474.0,5065.9,2612.89,2536.9,956.17,5733.9,3130.5,3678.0,,2894.8,273.55,2620.3,3391.93,4042.3,4554.7,4817.37,1870.6,1655.3,3811.6,2847.0,2839.8,15193.0,3364.06,3570.2,2376.1,,1016.2,2747.6,1012.5,3663.2,2834.5,12146.55,5866.4,3587.03,2208.6,1218.4,4050.27,,2739.67,,1291.9,2990.9,7763.0,4263.96,1752.2,1713.23,5151.1,2326.2,2582.0,2965.09,2770.1,1891.9,2749.61,1705.66,7621.0,,2361.67,2889.85,1830.65,2486.9,4752.9,5972.1,2011.36,7112.1,5989.3,5981.3,2620.42,2658.52,4686.9,2803.2,2557.3,3257.2,2325.3,2635.7,4865.97,7028.7,5785.3,8334.4,4749.3,2710.73,3680.7,1706.8,2788.2,4208.6,12315.0,2582.08,1317.9,2420.5
2012-12-24,5855.7,3487.5,5069.6,2621.23,2540.6,957.56,5743.3,3135.8,3686.6,,2881.4,275.45,2628.6,3461.13,4048.3,4562.2,4820.81,1866.2,1661.1,3819.6,2862.2,2862.5,15222.0,3359.23,3565.8,2385.21,,1018.3,2756.4,1014.6,3677.4,2829.3,12163.2,5881.0,3582.7,2216.0,1220.7,4086.17,,2759.55,,1296.0,2995.7,7735.4,4267.7,1787.6,1721.54,5164.2,2333.5,2586.3,2959.57,2792.6,1896.7,2762.48,1702.3,7635.3,,2350.75,2902.74,1839.65,2479.7,4773.9,6010.8,2016.49,7120.4,5996.7,6037.2,2629.88,2664.5,4695.0,2798.9,2564.7,3284.6,2327.4,2647.8,4876.51,7055.0,5793.2,8358.5,4778.2,2711.54,3686.2,1708.7,2793.8,4224.5,12317.0,2586.7,1320.6,2409.9
2012-12-26,5905.6,3511.8,5129.8,2644.68,2586.8,958.83,5743.5,3149.4,3702.4,,2896.6,279.7,2647.4,3478.89,4075.3,4586.0,4826.27,1870.4,1677.3,3836.6,2869.2,2861.8,15305.0,3372.54,3624.6,2388.87,,1025.6,2777.4,1021.9,3704.1,2842.0,12228.4,5936.8,3616.9,2235.6,1224.8,4114.38,,2769.95,,1302.9,3019.9,7805.2,4306.75,1788.0,1734.9,5215.6,2351.9,2605.1,2972.49,2796.4,1902.4,2769.67,1718.2,7696.7,,2367.62,2924.81,1846.72,2497.1,4792.6,6061.1,2032.59,7170.2,6055.9,6023.6,2647.77,2684.63,4731.6,2831.41,2592.9,3308.3,2345.1,2663.9,4910.7,7114.9,5839.7,8422.8,4787.0,2729.62,3703.0,1719.7,2814.6,4242.7,12479.0,2606.67,1325.8,2432.6
2012-12-27,5870.1,3506.5,5110.9,2629.67,2576.2,951.91,5715.5,3140.0,3688.1,,2880.3,278.6,2636.4,3445.43,4060.3,4581.6,4792.38,1862.4,1665.7,3819.3,2844.7,2851.5,15178.0,3357.85,3640.4,2375.41,,1019.5,2771.9,1015.8,3675.5,2832.1,12185.0,5933.9,3595.93,2230.4,1214.2,4096.12,,2765.87,,1294.0,3003.2,7741.1,4319.0,1751.8,1729.0,5193.3,2336.7,2588.7,2954.12,2794.6,1889.2,2753.19,1707.18,7650.3,,2352.77,2902.44,1834.62,2486.8,4783.5,6044.6,2019.33,7139.1,6003.5,5967.6,2635.34,2671.66,4706.3,2819.35,2572.8,3293.1,2334.0,2648.3,4867.76,7075.7,5806.8,8395.5,4752.3,2717.96,3688.0,1717.7,2799.4,4223.0,12459.0,2592.68,1317.0,2434.7
2012-12-28,5908.3,3532.8,5124.6,2640.78,2587.5,957.83,5775.0,3158.7,3710.9,,2889.3,278.35,2658.0,3436.31,4089.8,4621.2,4831.16,1890.4,1680.5,3837.1,2861.4,2877.6,15237.0,3375.35,3645.9,2385.64,,1027.1,2791.6,1023.4,3685.1,2873.3,12278.4,5940.3,3616.79,2243.3,1229.8,4110.49,,2772.04,,1303.6,3024.1,7902.7,4360.31,1754.4,1744.17,5218.5,2345.4,2604.4,2979.96,2811.5,1912.6,2762.53,1722.22,7690.8,,2405.21,2915.82,1839.39,2511.1,4801.5,6035.5,2026.24,7190.8,5978.3,6044.2,2652.72,2691.76,4738.3,2828.83,2597.0,3288.6,2357.2,2657.1,4924.01,7111.4,5845.7,8468.4,4767.3,2735.07,3709.1,1734.3,2817.5,4255.3,12458.0,2610.08,1331.5,2436.5
2012-12-31,5905.1,3564.2,5117.4,2639.68,2585.0,958.87,5795.5,3169.9,3723.2,,2900.2,281.3,2668.2,3438.01,4102.5,4642.0,4868.86,1906.3,1688.0,3852.4,2859.9,2872.2,15175.0,3394.52,3673.4,2392.19,,1027.4,2794.4,1023.6,3710.1,2891.2,12340.05,5939.9,3633.12,2252.3,1230.1,4129.11,,2787.48,,1302.7,3026.1,7927.4,4377.66,1768.0,1745.81,5218.2,2350.1,2603.9,2999.07,2817.7,1915.7,2766.41,1728.01,7710.2,,2412.2,2919.69,1849.59,2522.4,4830.5,6035.0,2044.25,7217.6,5994.4,6024.9,2663.73,2697.29,4743.4,2837.37,2616.5,3291.1,2369.5,2669.8,4921.63,7106.0,5847.5,8505.1,4790.8,2743.32,3716.9,1741.5,2824.2,4268.2,12474.0,2613.13,1334.0,2454.0
2013-01-01,5950.8,3588.8,5174.9,2673.31,2615.5,968.96,5832.6,3174.4,3732.0,,2959.3,289.45,2700.0,3449.98,4116.9,4660.5,4921.73,1916.8,1726.3,3859.9,2871.8,2902.3,15259.0,3417.19,3758.2,2413.85,,1035.9,2843.3,1032.2,3770.6,2904.7,12491.25,6004.3,3668.22,2300.6,1234.9,4154.44,,2813.42,,1311.4,3053.0,7932.4,4452.88,1786.6,1761.22,5283.8,2370.2,2621.6,3013.39,2851.9,1923.4,2787.57,1757.97,7784.9,,2413.78,2945.41,1868.19,2550.0,4869.5,6056.6,2079.74,7298.5,6061.7,6033.3,2696.41,2724.41,4786.2,2873.8,2666.1,3302.1,2409.5,2704.5,4978.45,7170.0,5896.9,8602.5,4832.5,2769.49,3724.3,1756.4,2853.5,4283.8,12654.0,2636.74,1339.2,2488.1
2013-01-02,5993.2,3602.3,5237.6,2692.74,2639.7,972.37,5862.3,3180.5,3736.2,,2973.9,288.9,2713.0,3450.85,4136.4,4676.9,5011.39,1942.1,1739.1,3867.0,2874.5,2909.5,15225.0,3443.83,3790.2,2433.11,,1044.0,2875.8,1040.2,3809.4,2945.5,12570.75,6069.3,3688.2,2336.0,1243.3,4168.17,,2830.23,,1314.1,3074.0,8022.9,4482.73,1824.3,1766.09,5346.6,2380.8,2638.7,3038.78,2860.3,1938.0,2807.33,1772.77,7850.8,,2449.12,2954.16,1884.42,2566.9,4911.3,6070.2,2094.6,7348.4,6091.2,6031.0,2712.31,2740.72,4818.9,2893.93,2678.1,3309.1,2424.9,2726.5,5047.57,7231.8,5938.2,8633.5,4858.1,2794.59,3726.1,1770.4,2873.6,4303.2,12786.0,2654.85,1346.9,2500.0
2013-01-03,6009.5,3615.9,5238.9,2706.43,2646.6,981.57,5894.4,3200.8,3756.5,,2983.7,292.7,2729.8,3478.01,4140.2,4695.4,4987.86,1961.9,1751.2,3880.1,2881.7,2931.7,15172.0,3441.16,3804.5,2429.3,,1048.6,2886.8,1044.8,3854.1,2961.4,12635.35,6057.8,3696.15,2346.1,1253.6,4183.9,,2832.74,,1319.9,3084.6,8110.4,4529.38,1837.6,1793.49,5362.4,2385.2,2651.8,3040.86,2873.1,1951.1,2804.06,1779.72,7871.5,,2477.83,2965.46,1903.18,2581.1,4905.3,6075.8,2110.88,7383.7,6112.6,6097.6,2730.2,2752.97,4835.7,2893.29,2701.4,3317.0,2439.1,2746.8,5097.54,7260.1,5956.5,8695.6,4876.5,2802.35,3742.9,1781.4,2887.6,4309.7,12778.0,2664.44,1355.0,2515.9
2013-01-04,6016.1,3624.1,5237.6,2707.19,2648.5,990.67,5921.3,3215.5,3777.6,,2955.8,293.4,2740.8,3491.74,4157.2,4709.7,4988.54,1989.9,1763.6,3887.2,2889.5,2943.2,15134.0,3436.13,3828.8,2426.71,,1049.3,2883.7,1045.5,3879.4,3002.6,12624.0,6051.4,3699.98,2357.1,1261.0,4191.93,,2848.35,,1323.5,3089.1,8183.5,4599.25,1826.7,1805.32,5369.9,2384.5,2661.9,3051.94,2866.3,1964.0,2801.86,1782.81,7888.0,,2518.18,2960.39,1909.04,2587.3,4892.9,6080.4,2131.44,7391.6,6138.0,6153.2,2741.92,2760.0,4844.0,2887.44,2741.6,3318.9,2446.4,2760.1,5118.55,7274.9,5961.2,8746.9,4866.4,2799.24,3757.2,1792.8,2894.9,4317.0,12787.0,2669.08,1361.3,2523.0
2013-01-07,5988.4,3636.9,5188.3,2700.13,2621.3,997.01,5913.9,3208.2,3772.5,,2986.0,291.5,2740.8,3492.82,4141.8,4706.8,4961.58,1981.9,1769.6,3878.0,2887.1,2935.4,14966.0,3456.64,3805.3,2416.12,,1045.4,2887.8,1041.6,3888.7,3004.6,12640.45,6028.8,3668.78,2357.4,1260.8,4178.92,,2854.95,,1322.1,3079.7,8174.7,4604.72,1819.0,1809.95,5319.4,2379.6,2656.4,3070.7,2863.2,1964.2,2786.77,1781.49,7872.3,,2535.11,2942.21,1921.79,2599.4,4913.2,6104.4,2144.57,7397.2,6173.4,6175.4,2744.82,2755.06,4831.4,2875.4,2758.1,3329.3,2456.1,2769.0,5077.92,7236.2,5939.2,8768.0,4850.3,2814.45,3750.3,1789.4,2892.9,4313.4,12708.0,2662.63,1361.8,2528.2
2013-01-08,6001.7,3641.1,5211.8,2715.17,2625.7,998.98,5906.3,3213.4,3775.6,,2955.4,295.55,2743.0,3523.57,4158.0,4708.9,4903.04,1981.3,1774.5,3895.6,2898.0,2936.2,15148.0,3450.61,3823.0,2416.13,,1043.0,2881.9,1039.2,3880.7,3011.1,12633.4,6026.4,3680.05,2351.9,1258.3,4188.56,,2859.2,,1322.7,3085.0,8164.4,4595.87,1820.3,1818.93,5329.7,2386.6,2660.8,3061.54,2855.7,1962.2,2794.62,1784.18,7877.2,,2527.66,2950.41,1919.65,2589.8,4915.3,6156.5,2139.58,7400.6,6187.0,6147.9,2744.03,2758.5,4837.9,2872.59,2758.6,3354.7,2465.3,2762.1,5082.03,7256.8,5949.9,8791.0,4857.3,2811.67,3758.1,1789.3,2893.6,4325.9,12725.0,2666.09,1360.0,2523.9
2013-01-09,5971.5,3625.7,5191.3,2713.41,2606.9,998.68,5862.7,3205.6,3762.9,,2919.5,292.6,2731.7,3522.88,4140.4,4692.0,4870.36,1996.9,1766.2,3862.8,2873.9,2921.1,14918.0,3444.25,3825.0,2407.67,,1038.5,2883.4,1034.7,3862.1,3016.6,12609.4,6012.5,3633.91,2351.0,1251.7,4184.68,,2858.68,,1310.5,3070.3,8186.1,4555.46,1815.0,1812.5,5301.1,2370.5,2643.8,3062.78,2853.0,1950.8,2772.66,1776.08,7830.6,,2544.19,2932.84,1917.7,2572.4,4951.7,6169.2,2129.18,7367.9,6187.7,6101.0,2733.6,2746.14,4815.7,2840.89,2747.1,3355.1,2446.8,2753.3,5043.18,7227.7,5922.8,8742.0,4855.6,2802.14,3742.3,1774.2,2881.5,4302.8,12718.0,2654.05,1353.9,2495.8
2013-01-10,5968.6,3611.3,5207.7,2698.48,2589.4,994.48,5823.2,3201.8,3749.9,,2907.0,293.25,2718.9,3501.31,4126.4,4664.5,4856.21,2013.8,1761.4,3853.8,2863.5,2906.2,14947.0,3449.13,3836.1,2407.37,,1037.0,2894.2,1033.2,3858.4,3025.3,12587.15,6057.9,3598.61,2346.2,1246.9,4172.31,,2856.13,,1301.5,3066.8,8192.7,4518.54,1822.9,1804.78,5311.2,2366.3,2644.5,3058.42,2848.1,1944.3,2773.08,1770.21,7806.9,,2556.95,2927.94,1909.9,2559.8,4970.9,6117.1,2115.9,7341.1,6198.2,6073.1,2722.14,2738.85,4809.2,2828.57,2716.5,3327.8,2437.4,2744.5,5023.99,7227.2,5918.8,8699.5,4863.9,2789.19,3719.4,1773.0,2874.1,4293.7,12802.0,2650.29,1349.0,2455.1
2013-01-11,5951.3,3575.2,5125.3,2658.95,2547.9,1004.53,5721.6,3184.0,3735.9,,2859.8,287.1,2678.2,3433.3,4098.2,4630.8,4842.88,1978.8,1719.4,3819.3,2911.2,2948.6,14582.0,3408.26,3771.5,2380.28,,1043.4,2848.1,1039.6,3801.5,2970.2,12429.1,5963.1,3527.39,2301.6,1268.9,4112.02,,2837.84,,1314.1,3048.9,8069.4,4432.59,1824.4,1820.63,5219.8,2332.0,2658.6,3016.34,2854.7,1963.1,2739.97,1742.81,7730.2,,2513.32,2886.33,1879.74,2514.7,4908.3,6056.1,2083.87,7255.4,6074.0,6639.8,2682.29,2712.54,4778.1,2780.15,2657.3,3288.9,2395.2,2706.3,4928.13,7311.4,5892.7,8544.0,4797.4,2749.93,3711.0,1743.2,2846.5,4291.1,12617.0,2632.7,1363.2,2417.6
2013-01-14,6024.0,3593.1,5187.3,2679.57,2582.3,1013.58,5745.2,3202.3,3757.6,,2901.0,301.6,2706.5,3460.1,4128.2,4657.1,4915.11,2010.6,1762.9,3833.7,2945.1,2986.5,14737.0,3404.56,3833.2,2396.0,,1056.3,2866.2,1052.4,3854.9,3015.4,12610.25,6033.5,3584.37,2348.6,1285.8,4121.56,,2853.65,,1329.1,3087.7,8170.8,4514.8,1836.4,1857.4,5284.1,2343.8,2702.9,3025.26,2878.8,1987.3,2757.73,1771.51,7807.6,,2557.65,2914.67,1891.6,2544.4,4882.1,6031.3,2118.12,7352.1,6080.5,6809.5,2709.51,2744.04,4836.7,2823.1,2728.0,3286.5,2446.0,2731.3,4999.94,7429.5,5966.9,8664.5,4839.3,2760.08,3724.3,1767.6,2879.3,4330.2,12758.0,2664.67,1378.7,2435.7
2013-01-15,6056.6,3604.6,5210.3,2675.0,2614.8,1025.63,5757.3,3201.0,3756.7,,2894.5,305.15,2710.1,3465.1,4140.7,4660.1,4935.21,2013.9,1765.5,3833.8,2945.5,3001.2,14852.0,3418.68,3828.9,2402.93,,1060.2,2881.3,1056.4,3848.1,3026.8,12647.0,6108.9,3626.05,2361.1,1286.8,4132.82,,2867.29,,1337.6,3102.6,8213.0,4546.89,1823.4,1882.67,5303.7,2357.6,2719.3,3039.24,2897.6,1991.3,2766.58,1765.42,7848.9,,2576.41,2930.36,1892.51,2564.6,4903.2,6032.2,2121.01,7379.3,6066.1,6791.5,2713.5,2752.92,4858.9,2842.97,2747.8,3290.2,2449.9,2736.3,4996.05,7466.4,5996.8,8684.2,4851.3,2763.38,3728.6,1775.8,2889.4,4339.4,12855.0,2676.69,1379.8,2518.1
2013-01-16,6001.8,3568.3,5131.3,2652.61,2579.5,1013.38,5705.0,3186.8,3748.5,,2827.6,300.3,2677.3,3452.38,4120.9,4645.5,4905.09,2001.5,1716.4,3824.1,2929.2,2979.3,14815.0,3363.92,3747.3,2378.37,,1050.1,2806.8,1046.3,3788.9,3003.4,12475.35,6015.7,3589.42,2321.3,1284.4,4100.83,,2844.56,,1328.1,3070.0,8244.0,4453.51,1784.7,1853.71,5217.6,2324.4,2700.2,3004.67,2855.1,1982.1,2740.85,1737.14,7761.5,,2572.68,2898.99,1865.56,2535.4,4784.0,6018.2,2080.22,7289.3,5930.2,6777.9,2678.76,2722.75,4807.5,2802.75,2687.4,3280.0,2404.0,2697.1,4914.84,7380.6,5938.4,8567.0,4808.2,2724.71,3718.8,1756.8,2855.3,4300.7,12638.0,2648.21,1375.6,2468.6
2013-01-17,6039.2,3557.7,5119.5,2647.42,2583.8,1013.26,5698.0,3195.9,3754.5,,2837.7,306.45,2679.4,3463.96,4145.6,4658.2,4886.82,2034.9,1724.2,3834.7,2939.9,3013.6,14806.0,3358.74,3785.5,2388.81,,1057.0,2826.6,1053.2,3787.1,3052.5,12488.4,6013.1,3591.94,2339.1,1299.7,4096.5,,2841.86,,1335.5,3086.1,8458.0,4472.15,1812.0,1874.99,5209.7,2327.8,2721.7,3020.17,2887.3,2001.7,2754.4,1735.43,7804.3,,2644.0,2909.79,1866.16,2560.2,4806.6,6001.9,2088.84,7316.1,5976.7,6869.4,2680.27,2731.84,4831.3,2806.89,2719.4,3274.7,2417.5,2697.4,4905.48,7410.8,5970.6,8592.8,4818.5,2731.31,3716.3,1764.6,2865.0,4317.3,12649.0,2661.09,1386.7,2462.3
