Date,NIFTY SMALLCAP 250,NIFTY MIDCAP 100
2014-01-15,2458.2,7849.3
2014-01-16,2449.2,7816.1
2014-01-17,2403.1,7727.5
2014-01-20,2424.8,7804.6
2014-01-21,2440.1,7822.1
2014-01-22,2450,7830.2
2014-01-23,2440,7800.1
2014-01-24,2395.2,7660.4
2014-01-27,2331.8,7441.6
2014-01-28,2340.8,7435.1
2014-01-29,2337.7,7474.1
2014-01-30,2304.4,7371.5
2014-01-31,2340.3,7540
2014-02-03,2325.8,7454.5
2014-02-04,2335.7,7483.9
2014-02-05,2353.1,7526.6
2014-02-06,2347.6,7550.7
2014-02-07,2358.6,7603.8
2014-02-10,2356.4,7577.3
2014-02-11,2365.3,7581.8
2014-02-12,2370.7,7581.4
2014-02-13,2345.5,7485
2014-02-14,2346.1,7503.9
2014-02-17,2343.8,7509.1
2014-02-18,2371.8,7573.5
2014-02-19,2391.7,7616.6
2014-02-20,2389.2,7603.8
2014-02-21,2409.5,7663.7
2014-02-24,2418.1,7690.8
2014-02-25,2426.4,7697.2
2014-02-26,2429.9,7711.5
2014-02-28,2440.3,7805.2
2014-03-03,2440.3,7775.2
2014-03-04,2474,7873.6
2014-03-05,2487.8,7985.5
2014-03-06,2522.6,8097.3
2014-03-07,2514.8,8126.1
2014-03-10,2522.4,8166.4
2014-03-11,2525,8143.3
2014-03-12,2524.4,8114.1
2014-03-13,2503.4,8055.8
2014-03-14,2495.7,8054.1
2014-03-18,2525.3,8156.5
2014-03-19,2537.1,8169.9
2014-03-20,2539.1,8108.6
2014-03-21,2565.6,8159.9
2014-03-22,2578.9,8176.7
2014-03-24,2579.4,8216.6
2014-03-25,2591.5,8282.5
2014-03-26,2597.2,8329.1
2014-03-27,2617.3,8355.9
2014-03-28,2655.8,8515.1
2014-03-31,2682.3,8612.4
2014-04-01,2688.2,8587.3
2014-04-02,2733.6,8713.1
2014-04-03,2725.8,8644.8
2014-04-04,2743.3,8640.8
2014-04-07,2745.9,8616.9
2014-04-09,2802.5,8751.1
2014-04-10,2822.1,8860.2
2014-04-11,2839.4,8854.4
2014-04-15,2828,8778.6
2014-04-16,2787.5,8706
2014-04-17,2830.2,8833.4
2014-04-21,2870,8907.3
2014-04-22,2871.9,8903.8
2014-04-23,2879.8,8902.2
2014-04-25,2871.6,8892.2
2014-04-28,2878.4,8956.6
2014-04-29,2873.3,8899.6
2014-04-30,2829,8783.6
2014-05-02,2845,8825
2014-05-05,2837.3,8824.3
2014-05-06,2850.2,8840.6
2014-05-07,2847.2,8819.4
2014-05-08,2864.5,8798.8
2014-05-09,2896.7,8964.2
2014-05-12,2915.8,9052.6
2014-05-13,2974.1,9239.8
2014-05-14,3001.9,9389.7
2014-05-15,2974.4,9296.1
2014-05-16,3019.5,9487.5
2014-05-19,3202.4,9908.4
2014-05-20,3292.4,10002
2014-05-21,3346,10076
2014-05-22,3445.9,10252
2014-05-23,3515.9,10459
2014-05-26,3428.5,10250
2014-05-27,3403.3,10144
2014-05-28,3438.8,10208
2014-05-29,3423.8,10112
2014-05-30,3436.1,10141
2014-06-02,3514.9,10366
2014-06-03,3560.3,10457
2014-06-04,3636,10620
2014-06-05,3684.4,10772
2014-06-06,3738.8,10952
2014-06-09,3826.3,11075
2014-06-10,3818,11017
2014-06-11,3788.2,10884
2014-06-12,3795.9,10938
2014-06-13,3683.3,10648
2014-06-16,3698.3,10687
2014-06-17,3774.4,10821
2014-06-18,3760.8,10722
2014-06-19,3749.2,10646
2014-06-20,3719.5,10574
2014-06-23,3736.8,10647
2014-06-24,3802,10820
2014-06-25,3815.3,10869
2014-06-26,3802.6,10812
2014-06-27,3813.7,10858
2014-06-30,3885.8,11096
2014-07-01,3918.7,11168
2014-07-02,3966.4,11345
2014-07-03,3948.1,11359
2014-07-04,3979.8,11421
2014-07-07,3987.3,11449
2014-07-08,3827,10952
2014-07-09,3755.5,10780
2014-07-10,3788.1,10845
2014-07-11,3673.9,10495
2014-07-14,3655.5,10520
2014-07-15,3733.9,10759
2014-07-16,3806.5,10916
2014-07-17,3863,11048
2014-07-18,3863.7,10998
2014-07-21,3892.1,10987
2014-07-22,3888.2,10995
2014-07-23,3865,10949
2014-07-24,3864,10928
2014-07-25,3794.3,10788
2014-07-28,3769.2,10753
2014-07-30,3769.6,10823
2014-07-31,3777.7,10838
2014-08-01,3738.1,10763
2014-08-04,3778.4,10876
2014-08-05,3821.5,10950
2014-08-06,3807.3,10881
2014-08-07,3788.3,10829
2014-08-08,3700.7,10644
2014-08-11,3722.2,10745
2014-08-12,3743.1,10819
2014-08-13,3655.9,10703
2014-08-14,3702,10809
2014-08-18,3790.5,10988
2014-08-19,3841.3,11100
2014-08-20,3850.8,11135
2014-08-21,3856.2,11181
2014-08-22,3857.5,11202
2014-08-25,3833.4,11101
2014-08-26,3809.3,11122
2014-08-27,3837.4,11159
2014-08-28,3834.3,11114
2014-09-01,3889.9,11334
2014-09-02,3932.7,11397
2014-09-03,3958.5,11509
2014-09-04,3941.1,11535
2014-09-05,3964.4,11568
2014-09-08,4026.4,11726
2014-09-09,4048,11777
2014-09-10,4066.9,11752
2014-09-11,4123.8,11866
2014-09-12,4144.6,11916
2014-09-15,4155.4,11944
2014-09-16,3995.5,11503
2014-09-17,3999.5,11576
2014-09-18,4099.3,11803
2014-09-19,4136.2,11731
2014-09-22,4154,11703
2014-09-23,4054,11481
2014-09-24,3979.3,11397
2014-09-25,3844.5,11174
2014-09-26,3865.1,11296
2014-09-29,3938,11394
2014-09-30,3948.9,11418
2014-10-01,3929.5,11373
2014-10-07,3889.6,11246
2014-10-08,3881.2,11226
2014-10-09,3950.2,11407
2014-10-10,3900.7,11230
2014-10-13,3924.9,11284
2014-10-14,3926.7,11269
2014-10-16,3807.8,10983
2014-10-17,3812.9,11070
2014-10-20,3842.7,11230
2014-10-21,3864.1,11319
2014-10-22,3911.5,11432
2014-10-23,3954.4,11522
2014-10-27,3930.3,11475
2014-10-28,3943.3,11536
2014-10-29,3976,11590
2014-10-30,4001.5,11656
2014-10-31,4054.3,11841
2014-11-03,4106.3,11958
2014-11-05,4113,11977
2014-11-07,4110.5,11995
2014-11-10,4110.3,12000
2014-11-11,4140.7,12090
2014-11-12,4148.7,12167
2014-11-13,4137.2,12089
2014-11-14,4159.4,12198
2014-11-17,4213.2,12268
2014-11-18,4233.6,12348
2014-11-19,4198.6,12259
2014-11-20,4184,12254
2014-11-21,4165.9,12253
2014-11-24,4158.4,12297
2014-11-25,4072.4,12124
2014-11-26,4103,12180
2014-11-27,4113.7,12248
2014-11-28,4128.3,12389
2014-12-01,4094.1,12360
2014-12-02,4124.5,12482
2014-12-03,4187.8,12672
2014-12-04,4211.2,12736
2014-12-05,4210.7,12667
2014-12-08,4169.2,12528
2014-12-09,4102.9,12324
2014-12-10,4152.8,12439
2014-12-11,4124.5,12330
2014-12-12,4060,12191
2014-12-15,4046.4,12133
2014-12-16,3905.5,11825
2014-12-17,3868.8,11777
2014-12-18,3987.1,12126
2014-12-19,4011,12197
2014-12-22,4045.1,12301
2014-12-23,4031.6,12228
2014-12-24,4040.5,12240
2014-12-26,4046.4,12304
2014-12-29,4069,12410
2014-12-30,4095.5,12470
2014-12-31,4158.7,12583
2015-01-01,4208.2,12618
2015-01-02,4236.1,12699
2015-01-05,4255.3,12710
2015-01-06,4120.4,12325
2015-01-07,4126.4,12360
2015-01-08,4204.8,12575
2015-01-09,4201.4,12583
2015-01-12,4237.2,12642
2015-01-13,4243,12643
2015-01-14,4227.1,12616
2015-01-15,4286.3,12792
2015-01-16,4300.1,12868
2015-01-19,4327.9,12903
2015-01-20,4353.7,12949
2015-01-21,4336.3,12961
2015-01-22,4353.6,12988
2015-01-23,4329.6,13034
2015-01-27,4350.3,13143
2015-01-28,4343.4,13220
2015-01-29,4349.1,13179
2015-01-30,4343.8,13124
2015-02-02,4392.4,13207
2015-02-03,4388.5,13101
2015-02-04,4368.7,13055
2015-02-05,4322.4,12863
2015-02-06,4255.9,12744
2015-02-09,4200.5,12531
2015-02-10,4204.5,12616
2015-02-11,4269.8,12842
2015-02-12,4333.8,12995
2015-02-13,4352.1,13100
2015-02-16,4356.1,13078
2015-02-18,4396.7,13174
2015-02-19,4407.4,13202
2015-02-20,4410.9,13200
2015-02-23,4371.1,13070
2015-02-24,4353.4,13022
2015-02-25,4342.5,13002
2015-02-26,4318.8,12851
2015-02-27,4392,13113
2015-02-28,4369.4,13117
2015-03-02,4434.3,13322
2015-03-03,4501.1,13425
2015-03-04,4444.7,13242
2015-03-05,4472,13349
2015-03-09,4413.2,13175
2015-03-10,4409.1,13177
2015-03-11,4400.7,13128
2015-03-12,4461.6,13334
2015-03-13,4408.5,13155
2015-03-16,4376.7,13105
2015-03-17,4395.1,13233
2015-03-18,4412.5,13255
2015-03-19,4373.7,13207
2015-03-20,4281.7,13012
2015-03-23,4233.8,12907
2015-03-24,4220.8,12867
2015-03-25,4190.9,12883
2015-03-26,4146.3,12767
2015-03-27,4151.9,12746
2015-03-30,4274.9,12939
2015-03-31,4318.3,13001
2015-04-01,4414.1,13153
2015-04-06,4483.5,13274
2015-04-07,4530.3,13389
2015-04-08,4595.7,13494
2015-04-09,4608.3,13526
2015-04-10,4625.8,13620
2015-04-13,4644.4,13663
2015-04-15,4621.8,13564
2015-04-16,4567.3,13468
2015-04-17,4516.8,13261
2015-04-20,4414.8,12942
2015-04-21,4408.5,12846
2015-04-22,4405.6,12878
2015-04-23,4401.8,12886
2015-04-24,4272.8,12656
2015-04-27,4137.7,12368
2015-04-28,4217.1,12577
2015-04-29,4248.9,12646
2015-04-30,4242.4,12689
2015-05-04,4328.4,12948
2015-05-05,4339.2,13007
2015-05-06,4195,12553
2015-05-07,4113.6,12319
2015-05-08,4188,12529
2015-05-11,4238.9,12769
2015-05-12,4145.4,12561
2015-05-13,4187.8,12757
2015-05-14,4219.3,12933
2015-05-15,4233.4,12971
2015-05-18,4277.1,13070
2015-05-19,4296.5,13066
2015-05-20,4293.4,13063
2015-05-21,4281.3,13045
2015-05-22,4291.5,13089
2015-05-25,4278,13092
2015-05-26,4260.9,13092
2015-05-27,4251.8,13095
2015-05-28,4250.2,13037
2015-05-29,4317,13180
2015-06-01,4311.9,13180
2015-06-02,4226.7,12893
2015-06-03,4106.7,12697
2015-06-04,4105.7,12697
2015-06-05,4124.3,12721
2015-06-08,4066.1,12524
2015-06-09,4038.2,12477
2015-06-10,4078.8,12614
2015-06-11,4015.4,12402
2015-06-12,4006.3,12410
2015-06-15,4028.6,12433
2015-06-16,4041.5,12476
2015-06-17,4087,12670
2015-06-18,4139.6,12762
2015-06-19,4143.4,12847
2015-06-22,4210.6,13046
2015-06-23,4228,13088
2015-06-24,4202.9,12961
2015-06-25,4208.9,13053
2015-06-26,4224.1,13066
2015-06-29,4154.7,12863
2015-06-30,4209.1,13009
2015-07-01,4270.9,13204
2015-07-02,4299.5,13313
2015-07-03,4302.3,13279
2015-07-06,4366.1,13414
2015-07-07,4396.9,13475
2015-07-08,4330.7,13308
2015-07-09,4336.5,13261
2015-07-10,4361,13260
2015-07-13,4414.6,13433
2015-07-14,4443.6,13469
2015-07-15,4465.7,13513
2015-07-16,4491.5,13680
2015-07-17,4510.7,13725
2015-07-20,4534.1,13759
2015-07-21,4449.7,13527
2015-07-22,4501.2,13663
2015-07-23,4534.3,13687
2015-07-24,4506.7,13584
2015-07-27,4441.9,13411
2015-07-28,4438,13349
2015-07-29,4490.4,13457
2015-07-30,4547.7,13568
2015-07-31,4583.2,13728
2015-08-03,4621.7,13831
2015-08-04,4657.2,14029
2015-08-05,4690.6,14149
2015-08-06,4680,14137
2015-08-07,4670.4,14114
2015-08-10,4653.6,14100
2015-08-11,4591.1,14007
2015-08-12,4468.7,13684
2015-08-13,4405.1,13636
2015-08-14,4489.8,13917
2015-08-17,4506.5,13977
2015-08-18,4558,14048
2015-08-19,4572.2,14076
2015-08-20,4475.5,13831
2015-08-21,4441.3,13749
2015-08-24,4031.1,12543
2015-08-25,4064.7,12790
2015-08-26,4093.1,12756
2015-08-27,4211.2,13105
2015-08-28,4222.1,13134
2015-08-31,4224.7,13059
2015-09-01,4118.7,12787
2015-09-02,4112.9,12735
2015-09-03,4179.1,12876
2015-09-04,4063.1,12591
2015-09-07,3989.4,12319
2015-09-08,4019.8,12397
2015-09-09,4105,12648
2015-09-10,4093.4,12670
2015-09-11,4121.5,12709
2015-09-14,4149.5,12884
2015-09-15,4128.1,12785
2015-09-16,4110.9,12695
2015-09-18,4156.9,12757
2015-09-21,4198,12831
2015-09-22,4144.4,12655
2015-09-23,4173.2,12735
2015-09-24,4199.5,12760
2015-09-28,4196,12727
2015-09-29,4195.9,12741
2015-09-30,4255.3,12984
2015-10-01,4255.8,12998
2015-10-05,4329.4,13272
2015-10-06,4357.8,13335
2015-10-07,4371.1,13352
2015-10-08,4362.5,13266
2015-10-09,4370.8,13255
2015-10-12,4379.1,13243
2015-10-13,4416,13245
2015-10-14,4420.1,13225
2015-10-15,4431.9,13266
2015-10-16,4441.7,13332
2015-10-19,4475.5,13439
2015-10-20,4485.3,13486
2015-10-21,4480.5,13464
2015-10-23,4461.4,13428
2015-10-26,4423.1,13363
2015-10-27,4427.3,13373
2015-10-28,4417.3,13317
2015-10-29,4391.8,13262
2015-10-30,4353.5,13238
2015-11-02,4349.9,13206
2015-11-03,4373.2,13263
2015-11-04,4358.8,13270
2015-11-05,4280.9,13076
2015-11-06,4245.8,12995
2015-11-09,4286.8,13073
2015-11-10,4242.2,12851
2015-11-11,4309,12991
2015-11-13,4281,12885
2015-11-16,4317.4,12883
2015-11-17,4339,12959
2015-11-18,4304.8,12877
2015-11-19,4353.6,13003
2015-11-20,4376.8,13089
2015-11-23,4395.9,13116
2015-11-24,4420.5,13128
2015-11-26,4440.1,13180
2015-11-27,4450.6,13228
2015-11-30,4481.5,13248
2015-12-01,4498.9,13357
2015-12-02,4502.6,13359
2015-12-03,4486,13287
2015-12-04,4435.7,13190
2015-12-07,4443.4,13183
2015-12-08,4376.2,13022
2015-12-09,4271.7,12792
2015-12-10,4324.9,12904
2015-12-11,4301.1,12807
2015-12-14,4326.7,12867
2015-12-15,4363.3,12940
2015-12-16,4371.3,12994
2015-12-17,4448.3,13220
2015-12-18,4439.8,13177
2015-12-21,4484.8,13279
2015-12-22,4485.1,13228
2015-12-23,4513.9,13282
2015-12-24,4539.6,13337
2015-12-28,4551.2,13345
2015-12-29,4541.9,13373
2015-12-30,4550.8,13365
2015-12-31,4583.1,13396
2016-01-01,4622.6,13540
2016-01-04,4564.3,13429
2016-01-05,4596.7,13546
2016-01-06,4577.9,13513
2016-01-07,4434.6,13130
2016-01-08,4494.9,13288
2016-01-11,4463.7,13183
2016-01-12,4417.2,13087
2016-01-13,4318.5,12993
2016-01-14,4257.8,12838
2016-01-15,4101.9,12480
2016-01-18,3919.9,12075
2016-01-19,3987.8,12248
2016-01-20,3900,12027
2016-01-21,3921.5,11967
2016-01-22,4019.2,12221
2016-01-25,4064.7,12267
2016-01-27,4080.5,12320
2016-01-28,4081.7,12302
2016-01-29,4133.1,12469
2016-02-01,4151.6,12526
2016-02-02,4088.4,12347
2016-02-03,3985.3,12175
2016-02-04,3947.8,12154
2016-02-05,4003,12382
2016-02-08,4000.9,12363
2016-02-09,3949.9,12174
2016-02-10,3880.4,12035
2016-02-11,3684.2,11593
2016-02-12,3630.7,11485
2016-02-15,3762.3,11916
2016-02-16,3680.4,11622
2016-02-17,3678.3,11732
2016-02-18,3693.7,11825
2016-02-19,3697.1,11823
2016-02-22,3714.8,11894
2016-02-23,3665.1,11733
2016-02-24,3624.5,11650
2016-02-25,3599.1,11538
2016-02-26,3581,11518
2016-02-29,3578.8,11558
2016-03-01,3711.9,11855
2016-03-02,3794.3,12101
2016-03-03,3850.5,12204
2016-03-04,3876.5,12314
2016-03-08,3896,12325
2016-03-09,3913.2,12353
2016-03-10,3908.6,12307
2016-03-11,3905.1,12300
2016-03-14,3925.3,12345
2016-03-15,3903.2,12251
2016-03-16,3897.8,12206
2016-03-17,3908.4,12290
2016-03-18,3923.8,12405
2016-03-21,3970.7,12565
2016-03-22,3984,12595
2016-03-23,3990.3,12636
2016-03-28,3927,12438
2016-03-29,3921.9,12401
2016-03-30,3999.3,12650
2016-03-31,4012.2,12752
2016-04-01,4051.1,12791
2016-04-04,4084.9,12849
2016-04-05,4013.4,12647
2016-04-06,4062,12761
2016-04-07,4048.7,12705
2016-04-08,4081,12793
2016-04-11,4111.4,12905
2016-04-12,4154.7,12995
2016-04-13,4199.7,13135
2016-04-18,4251.8,13278
2016-04-20,4278.3,13335
2016-04-21,4259.1,13246
2016-04-22,4258.2,13245
2016-04-25,4238.6,13167
2016-04-26,4258.5,13278
2016-04-27,4271.6,13305
2016-04-28,4225.3,13163
2016-04-29,4225,13195
2016-05-02,4232.2,13271
2016-05-03,4230.1,13156
2016-05-04,4174,12964
2016-05-05,4178.2,12965
2016-05-06,4181.8,13001
2016-05-09,4233.9,13144
2016-05-10,4239.7,13108
2016-05-11,4235.7,13095
2016-05-12,4276.4,13181
2016-05-13,4267.3,13130
2016-05-16,4262.1,13140
2016-05-17,4276.5,13151
2016-05-18,4295.9,13198
2016-05-19,4251.9,13039
2016-05-20,4202.9,12970
2016-05-23,4178.3,12933
2016-05-24,4146.8,12865
2016-05-25,4182,12977
2016-05-26,4214.4,13105
2016-05-27,4239.5,13270
2016-05-30,4259.6,13335
2016-05-31,4250.7,13292
2016-06-01,4269.1,13271
2016-06-02,4278.4,13331
2016-06-03,4264.9,13256
2016-06-06,4277,13254
2016-06-07,4314.2,13333
2016-06-08,4360.1,13422
2016-06-09,4364.3,13380
2016-06-10,4366.6,13329
2016-06-13,4358.1,13227
2016-06-14,4384.4,13302
2016-06-15,4425.6,13385
2016-06-16,4409.2,13359
2016-06-17,4440.9,13359
2016-06-20,4449.2,13427
2016-06-21,4464,13465
2016-06-22,4437.6,13441
2016-06-23,4429.3,13456
2016-06-24,4348.6,13289
2016-06-27,4438.5,13410
2016-06-28,4464.4,13495
2016-06-29,4538.2,13671
2016-06-30,4586.6,13816
2016-07-01,4621.6,13973
2016-07-04,4675,14094
2016-07-05,4684.9,14122
2016-07-07,4690.4,14095
2016-07-08,4667.4,14077
2016-07-11,4706.5,14270
2016-07-12,4713.8,14345
2016-07-13,4669.7,14258
2016-07-14,4708.4,14338
2016-07-15,4673.6,14282
2016-07-18,4653.7,14195
2016-07-19,4653.3,14213
2016-07-20,4697.4,14369
2016-07-21,4693.5,14298
2016-07-22,4712.2,14435
2016-07-25,4755.1,14565
2016-07-26,4729.3,14553
2016-07-27,4749.7,14590
2016-07-28,4780.3,14695
2016-07-29,4778.3,14772
2016-08-01,4772,14891
2016-08-02,4727.7,14766
2016-08-03,4676.5,14519
2016-08-04,4687.6,14594
2016-08-05,4758.3,14827
2016-08-08,4791,14917
2016-08-09,4773.5,14887
2016-08-10,4712.8,14714
2016-08-11,4705.8,14743
2016-08-12,4703.9,14814
2016-08-16,4704.1,14881
2016-08-17,4745.7,14983
2016-08-18,4805.9,15098
2016-08-19,4832.5,15188
2016-08-22,4829.1,15086
2016-08-23,4834.4,15058
2016-08-24,4867.3,15161
2016-08-25,4850.7,15098
2016-08-26,4837.7,15132
2016-08-29,4847.4,15186
2016-08-30,4888.6,15328
2016-08-31,4898.9,15370
2016-09-01,4864,15297
2016-09-02,4885.9,15385
2016-09-06,4935.1,15599
2016-09-07,4965.1,15627
2016-09-08,5018.6,15745
2016-09-09,4992.5,15614
2016-09-12,4852.4,15135
2016-09-14,4925.3,15320
2016-09-15,4942.5,15340
2016-09-16,4950.1,15336
2016-09-19,4978.6,15441
2016-09-20,4974.4,15411
2016-09-21,4981.8,15408
2016-09-22,5036.6,15638
2016-09-23,5026.1,15672
2016-09-26,4996.3,15579
2016-09-27,4991.1,15560
2016-09-28,5048.8,15694
2016-09-29,4818,15098
2016-09-30,4923.7,15413
2016-10-03,5067.1,15851
2016-10-04,5098.9,15979
2016-10-05,5137.9,16076
2016-10-06,5105.4,15988
2016-10-07,5111.9,15972
2016-10-10,5117.8,15992
2016-10-13,5029.9,15779
2016-10-14,5067.6,15894
2016-10-17,5042.5,15712
2016-10-18,5104.6,15946
2016-10-19,5128.1,15934
2016-10-20,5164.7,15994
2016-10-21,5178.4,16071
2016-10-24,5206.4,16007
2016-10-25,5203.1,15991
2016-10-26,5166.4,15791
2016-10-27,5126.2,15632
2016-10-28,5160.3,15841
2016-10-30,5201.3,15912
2016-11-01,5197.4,15933
2016-11-02,5100,15598
2016-11-03,5044,15420
2016-11-04,4931,15192
2016-11-07,4998.1,15354
2016-11-08,5002.5,15398
2016-11-09,4867.4,15086
2016-11-10,4953.7,15391
2016-11-11,4778.8,14854
2016-11-15,4540.6,14303
2016-11-16,4553.3,14294
2016-11-17,4524.9,14290
2016-11-18,4547.2,14363
2016-11-21,4383.5,13957
2016-11-22,4422.3,14163
2016-11-23,4502.4,14334
2016-11-24,4503,14310
2016-11-25,4587.8,14529
2016-11-28,4620.7,14623
2016-11-29,4652.5,14703
2016-11-30,4714.2,14907
2016-12-01,4681.3,14726
2016-12-02,4621.1,14514
2016-12-05,4622.9,14608
2016-12-06,4649.5,14684
2016-12-07,4622.7,14621
2016-12-08,4679.2,14848
2016-12-09,4705.5,14931
2016-12-12,4666.1,14759
2016-12-13,4673.3,14712
2016-12-14,4634.7,14622
2016-12-15,4648.1,14679
2016-12-16,4636.2,14620
2016-12-19,4608.8,14544
2016-12-20,4566.6,14338
2016-12-21,4574.5,14342
2016-12-22,4512.5,14136
2016-12-23,4506.3,14077
2016-12-26,4408.8,13761
2016-12-27,4471.7,13972
2016-12-28,4503.1,14034
2016-12-29,4550,14238
2016-12-30,4599.7,14351
2017-01-02,4669.8,14483
2017-01-03,4725.8,14609
2017-01-04,4748.4,14681
2017-01-05,4793.3,14876
2017-01-06,4773.2,14854
2017-01-09,4801.3,14873
2017-01-10,4841.7,14984
2017-01-11,4889.5,15159
2017-01-12,4874.9,15192
2017-01-13,4880.5,15178
2017-01-16,4915.1,15239
2017-01-17,4926.5,15243
2017-01-18,4953.8,15329
2017-01-19,4961.6,15370
2017-01-20,4887.9,15117
2017-01-23,4917.9,15188
2017-01-24,4945,15339
2017-01-25,4996.6,15506
2017-01-27,5031.5,15641
2017-01-30,5024.2,15638
2017-01-31,4968.6,15413
2017-02-01,5062.7,15726
2017-02-02,5117.4,15831
2017-02-03,5187.2,16035
2017-02-06,5240.9,16174
2017-02-07,5235.8,16101
2017-02-08,5259.7,16175
2017-02-09,5269.2,16246
2017-02-10,5268.9,16227
2017-02-13,5222.2,16131
2017-02-14,5183.1,16092
2017-02-15,5093.7,15833
2017-02-16,5153.6,16095
2017-02-17,5188.1,16169
2017-02-20,5239.1,16349
2017-02-21,5266.6,16452
2017-02-22,5237.6,16353
2017-02-23,5241.4,16357
2017-02-27,5249.1,16377
2017-02-28,5291.7,16480
2017-03-01,5326.7,16539
2017-03-02,5261.8,16289
2017-03-03,5280.1,16364
2017-03-06,5305,16464
2017-03-07,5309.9,16469
2017-03-08,5283.6,16362
2017-03-09,5281,16333
2017-03-10,5273.5,16291
2017-03-14,5339.3,16526
2017-03-15,5387.2,16663
2017-03-16,5442.1,16893
2017-03-17,5430.7,16901
2017-03-20,5438.8,16962
2017-03-21,5433.6,16926
2017-03-22,5383.9,16721
2017-03-23,5432.8,16893
2017-03-24,5461.7,16936
2017-03-27,5455.9,16928
2017-03-28,5477.5,17034
2017-03-29,5506.7,17054
2017-03-30,5545.2,17110
2017-03-31,5596.8,17197
2017-04-03,5671.1,17332
2017-04-05,5741.3,17467
2017-04-06,5721.3,17469
2017-04-07,5675.6,17398
2017-04-10,5715.9,17472
2017-04-11,5785.8,17700
2017-04-12,5758.2,17595
2017-04-13,5770.2,17550
2017-04-17,5802.9,17629
2017-04-18,5748,17510
2017-04-19,5802.6,17636
2017-04-20,5890.4,17796
2017-04-21,5926,17800
2017-04-24,5979.5,17910
2017-04-25,6015.5,18062
2017-04-26,5954,18022
2017-04-27,5957.9,18006
2017-04-28,5996.6,18086
2017-05-02,6015.1,18187
2017-05-03,6029.1,18126
2017-05-04,6049.1,18228
2017-05-05,5981.7,18048
2017-05-08,6035.2,18162
2017-05-09,6071.2,18255
2017-05-10,6120.7,18357
2017-05-11,6113.3,18361
2017-05-12,6070.6,18240
2017-05-15,6119.5,18405
2017-05-16,6167.3,18498
2017-05-17,6157.7,18449
2017-05-18,6031.1,18030
2017-05-19,5980.8,17921
2017-05-22,5901.6,17720
2017-05-23,5775,17424
2017-05-24,5671.6,17120
2017-05-25,5804,17345
2017-05-26,5912,17586
2017-05-29,5811.5,17225
2017-05-30,5836,17411
2017-05-31,5903.2,17509
2017-06-01,5956.7,17618
2017-06-02,5994.8,17769
2017-06-05,6023.5,17828
2017-06-06,5975.6,17733
2017-06-07,6008,17855
2017-06-08,6024.1,17904
2017-06-09,6056.7,17993
2017-06-12,6022.3,17878
2017-06-13,6044.4,17881
2017-06-14,6066.8,17931
2017-06-15,6092,17983
2017-06-16,6120.7,18002
2017-06-19,6118.8,17996
2017-06-20,6125.1,18016
2017-06-21,6127.5,18045
2017-06-22,6085.9,17907
2017-06-23,5997.3,17686
2017-06-27,5892.2,17455
2017-06-28,5902.4,17522
2017-06-29,5961.1,17601
2017-06-30,5982.5,17729
2017-07-03,6053.5,17903
2017-07-04,6048.4,17866
2017-07-05,6116.7,18043
2017-07-06,6139.2,18081
2017-07-07,6157.6,18104
2017-07-10,6181.8,18258
2017-07-11,6133.8,18098
2017-07-12,6185,18223
2017-07-13,6209.8,18277
2017-07-14,6183.7,18278
2017-07-17,6189.2,18311
2017-07-18,6144.9,18216
2017-07-19,6211.4,18344
2017-07-20,6217.9,18291
2017-07-21,6234.6,18262
2017-07-24,6243.9,18303
2017-07-25,6246.3,18377
2017-07-26,6268.1,18429
2017-07-27,6219.5,18376
2017-07-28,6239.1,18468
2017-07-31,6237.8,18514
2017-08-01,6231.2,18513
2017-08-02,6217.7,18517
2017-08-03,6150,18317
2017-08-04,6149.5,18365
2017-08-07,6212.9,18570
2017-08-08,6112,18345
2017-08-09,6009.7,18040
2017-08-10,5779.1,17462
2017-08-11,5775.7,17360
2017-08-14,5916.7,17853
2017-08-16,5995.4,18088
2017-08-17,6032.6,18125
2017-08-18,5995.8,18044
2017-08-21,5920.5,17781
2017-08-22,5881.4,17646
2017-08-23,5959.7,17856
2017-08-24,5992.7,17963
2017-08-28,6072.8,18159
2017-08-29,5996.7,17956
2017-08-30,6084.4,18211
2017-08-31,6131.4,18277
2017-09-01,6189.4,18505
2017-09-04,6138.6,18367
2017-09-05,6201.3,18557
2017-09-06,6228,18563
2017-09-07,6267.6,18619
2017-09-08,6256.2,18573
2017-09-11,6280.2,18734
2017-09-12,6336.8,18931
2017-09-13,6296.8,18821
2017-09-14,6320.1,18936
2017-09-15,6326.2,18951
2017-09-18,6382.6,19088
2017-09-19,6415.9,19098
2017-09-20,6405.4,19055
2017-09-21,6360.6,18934
2017-09-22,6165.6,18393
2017-09-25,6036.1,18151
2017-09-26,6086.5,18260
2017-09-27,5962.9,17840
2017-09-28,6006.3,17941
2017-09-29,6093.8,18107
2017-10-03,6117.7,18201
2017-10-04,6164.8,18262
2017-10-05,6214.9,18363
2017-10-06,6289.5,18528
2017-10-09,6325.7,18524
2017-10-10,6375.8,18678
2017-10-11,6306.4,18480
2017-10-12,6376,18683
2017-10-13,6401.1,18723
2017-10-16,6404.6,18779
2017-10-17,6453.6,18887
2017-10-18,6453.9,18867
2017-10-19,6459.9,18789
2017-10-23,6480.4,18845
2017-10-24,6525.3,18908
2017-10-25,6538.1,19212
2017-10-26,6573.3,19341
