Date,Open,High,Low,Close,Adj Close,Volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-04-21,67.94999695,68.5,67.90100098,68.45899963,68.45899963,268170.0,,,,,,
2014-04-22,68.40000153,68.55000305,68.15599823,68.30799866,68.30799866,279490.0,,,,,,
2014-04-23,68.30000305,69.28800201,68.22599792,68.71399689,68.71399689,298340.0,,,,,,
2014-04-25,68.7460022,68.7460022,68.11100006,68.19100189,68.19100189,552260.0,,,,,,
2014-04-28,68.25,68.5,67.83999634,67.90699768,67.90699768,921290.0,,,,,,
2014-04-29,67.90100098,68.0,67.31999969,67.46499634,67.46499634,217800.0,,,,,,
2014-04-30,67.5,68.0,66.94999695,67.27899933,67.27899933,253720.0,,,,,,
2014-05-02,67.56999969,67.66400146,66.90000153,66.98100281,66.98100281,479250.0,,,,,,
2014-05-05,67.0,67.59899902,66.90000153,67.26999664,67.26999664,123150.0,,,,,,
2014-05-06,67.5,67.58499908,67.26999664,67.39600372,67.39600372,115580.0,,,,,,
2014-05-07,67.49500275,67.49500275,66.77500153,66.9240036,66.9240036,3318670.0,,,,,,
2014-05-08,67.0,67.09799957,66.62200165,66.76699829,66.76699829,230320.0,,,,,,
2014-05-09,66.80000305,69.80000305,66.59899902,69.20899963,69.20899963,697510.0,,,,,,
2014-05-12,69.25,70.5,69.0,70.37000275,70.37000275,1458590.0,,,,,,
2014-05-13,70.0,71.80999756,70.0,71.06500244,71.06500244,927910.0,,,,,,
2014-05-14,71.10299683,71.48500061,71.01000214,71.31400299,71.31400299,522010.0,,,,,,
2014-05-15,71.39900208,71.66500092,71.00099945,71.44599915,71.44599915,4482380.0,,,,,,
2014-05-16,72.40000153,76.10199738,71.36799622,72.30799866,72.30799866,4037640.0,,,,,,
2014-05-19,73.09999847,73.27999878,72.30200195,72.92700195,72.92700195,871960.0,,,,,,
2014-05-20,72.90000153,73.2480011,72.59500122,72.69200134,72.69200134,1217270.0,,,,,,
2014-05-21,72.72899628,73.07499695,72.40000153,72.95600128,72.95600128,3582950.0,,,,,,
